depa	ano	culti	ar.semb	ar.cose	produ	rendi
CAUC	2009	NARANJA	46,57142857	38,57142857	368,5714286	8,041428571
CAUC	2009	PAPA	47,8125	43,6875	473,5	9,67625
CAUC	2009	PAPAYA	7	4	36	9,05
CAUC	2009	PATILLA	7,333333333	6,166666667	61,5	10,73333333
CAUC	2009	PEPINO COHOMBRO	3	3	48	16
CAUC	2009	PIMENTON	2,333333333	2	25,33333333	12,05666667
CAUC	2009	PINA	2	2	25	12,5
CAUC	2009	PLATANO	181,2142857	145,1071429	1121,107143	8,421071429
CAUC	2009	QUINUA	14	12,75	5,25	0,4125
CAUC	2009	REPOLLO	1	1	2	2
CAUC	2009	SORGO	29,8	19,4	59	3,6
CAUC	2009	SOYA	16,8	16	47,4	2,86
CAUC	2009	TOMATE	8,6875	7,8125	97,53125	13,485
CAUC	2009	TOMATE DE ARBOL	13,66666667	11,33333333	73,16666667	6,166666667
CAUC	2009	TRIGO	35,55555556	32	50,11111111	1,452222222
CAUC	2009	UCHUVA	16	7	74	10,57
CAUC	2009	ULLUCO	40,4	36,8	199,8	4,106
CAUC	2009	YUCA	92,14285714	72,75	792,7857143	10,22785714
CAUC	2009	ZANAHORIA	2	2	29	14,5
CAUC	2010	ACELGA	1	1	1	1
CAUC	2010	ACHIRA	33,66666667	29,66666667	32,33333333	1,566666667
CAUC	2010	AGUACATE	36,8	15,2	176	8,137
CAUC	2010	AHUYAMA	20,71428571	18,85714286	210,2857143	10,76142857
CAUC	2010	AJO	4,5	4,5	42	10,5
CAUC	2010	ARRACACHA	11,75	11,75	54	3,135
CAUC	2010	ARROZ	55,81818182	49,27272727	134,5454545	3,8
CAUC	2010	ARVEJA	15,47368421	13,84210526	27,52631579	1,905263158
CAUC	2010	BANANO	96	70	460	9,4
CAUC	2010	BATATA	1	1	3,5	3,7
CAUC	2010	BROCOLI	9	9	112,5	12,5
CAUC	2010	CEBOLLA DE BULBO	2,5	2,5	82	22
CAUC	2010	CEBOLLA DE RAMA	16,27272727	15,63636364	138,2727273	7,257272727
CAUC	2010	CHONTADURO	7	4,5	15,5	3,285
CAUC	2010	CILANTRO	2,222222222	2,111111111	14,66666667	4,955555556
CAUC	2010	CITRICOS	22	15,66666667	257,6666667	13,93333333
CAUC	2010	COLIFLOR	5	5	150	30
CAUC	2010	FRESA	20	19	280	14,74
CAUC	2010	FRIJOL	23,64814815	20,7037037	27,59259259	1,413333333
CAUC	2010	GRANADILLA	10,625	7,5	55,5	6,6875
CAUC	2010	GUANABANA	8	8	72	9
CAUC	2010	GUAYABA	7,428571429	5,857142857	62,28571429	10,32857143
CAUC	2010	HABA	5	2	5	2,6
CAUC	2010	HABICHUELA	4,4	3,2	4,8	1,856
CAUC	2010	HORTALIZAS VARIAS	14	3,5	13	3,55
CAUC	2010	LECHUGA	2	1	6	5
CAUC	2010	LIMON	25,8	14,6	185,8	11,8
CAUC	2010	LULO	24	17,05882353	110	6,038823529
CAUC	2010	MAIZ	83,45348837	71,41860465	127,9069767	1,907674419
CAUC	2010	MANDARINA	15	8	88	11
CAUC	2010	MANGO	43,25	28,75	227	7,625
CAUC	2010	MANI	5,833333333	5,833333333	6,666666667	0,9
CAUC	2010	MARACUYA	7,428571429	5,428571429	48,71428571	9,114285714
CAUC	2010	MELON	10,5	7,5	79,5	11,5
CAUC	2010	MORA	37,78571429	32,07142857	136,5	5,56
CAUC	2010	NARANJA	38,33333333	29,83333333	268,1666667	7,5
CAUC	2010	PAPA	42,66666667	39,38888889	494,1666667	8,919444444
CAUC	2010	PAPAYA	14	9	225	25
CAUC	2010	PATILLA	7,666666667	6,166666667	63,16666667	9,888333333
CAUC	2010	PEPINO COHOMBRO	3,666666667	3,666666667	92,66666667	20,33333333
CAUC	2010	PIMENTON	4	4	90,4	13,9
CAUC	2010	PINA	3	1	12	12
CAUC	2010	PLATANO	178,0740741	146,6666667	1102,222222	7,841851852
CAUC	2010	QUINUA	11,5	10,75	4,75	0,465
CAUC	2010	REPOLLO	2	2	7	3,5
CAUC	2010	SORGO	12,66666667	12,33333333	25,33333333	2,333333333
CAUC	2010	SOYA	5	5	15	3
CAUC	2010	TANGELO	15	15	150	10
CAUC	2010	TOMATE	7,548387097	7,032258065	96,09677419	13,95870968
CAUC	2010	TOMATE DE ARBOL	15,4	11,8	102,6	7,3
CAUC	2010	TRIGO	17,77777778	14,77777778	24,77777778	1,344444444
CAUC	2010	UCHUVA	19	12	140	11,67
CAUC	2010	ULLUCO	30	28,33333333	130,1666667	2,916666667
CAUC	2010	YUCA	101,4666667	73,46666667	765,8666667	10,20133333
CAUC	2010	ZANAHORIA	5	4,5	43,5	11,5
CAUC	2011	ACHIRA	27,33333333	27	36,33333333	1,633333333
CAUC	2011	AGUACATE	34,64285714	20,78571429	173,2142857	6,883571429
CAUC	2011	AHUYAMA	22,69230769	19,38461538	222,7692308	10,96923077
CAUC	2011	AJO	10	10	60	6
CAUC	2011	ARRACACHA	18,75	17	146,25	8,625
CAUC	2011	ARROZ	86,1	78,1	288,2	3,59
CAUC	2011	ARVEJA	14,13333333	12,73333333	29,8	2,064
CAUC	2011	BANANO	18,5	12,5	61,5	4,25
CAUC	2011	BREVO	2	2	0	0,1
CAUC	2011	BROCOLI	10	10	111	11,1
CAUC	2011	CEBOLLA DE BULBO	16,25	16,25	56,25	3
CAUC	2011	CEBOLLA DE RAMA	12,4	9,4	47,4	5,06
CAUC	2011	CHONTADURO	7	4,5	16	3,285
CAUC	2011	CILANTRO	5,166666667	5	15,16666667	2,916666667
CAUC	2011	CITRICOS	39,66666667	11,33333333	121,3333333	12
CAUC	2011	COLIFLOR	5	5	150	30
CAUC	2011	DURAZNO	4	3	3	1
CAUC	2011	FRESA	21	20	290	14,74
CAUC	2011	FRIJOL	27,68085106	24,17021277	32,38297872	1,272340426
CAUC	2011	GARBANZO	9	9	7	0,78
CAUC	2011	GRANADILLA	11,11111111	7,666666667	51,66666667	6,5
CAUC	2011	GUAYABA	9,6	8,8	104	10,2
CAUC	2011	HABA	7,5	6	7,5	1,15
CAUC	2011	HABICHUELA	6,857142857	4,714285714	10,14285714	1,857142857
CAUC	2011	HORTALIZAS VARIAS	2,25	1,75	2,875	1,1
CAUC	2011	LECHUGA	1,5	1,5	5,5	4,5
CAUC	2011	LIMON	40,8	15,8	199,4	12
CAUC	2011	LULO	20,95	16,85	123,4	5,7795
CAUC	2011	MAIZ	69,74025974	56,98701299	109,7532468	1,853246753
CAUC	2011	MANDARINA	15	12	132	11
CAUC	2011	MANGO	38,66666667	16,33333333	136,6666667	7,166666667
CAUC	2011	MANI	6,333333333	4,833333333	6,166666667	0,983333333
CAUC	2011	MARACUYA	7,714285714	6,285714286	58,14285714	9,761428571
CAUC	2011	MELON	14	10	99	10
CAUC	2011	MORA	39	31,61538462	146,5384615	5,853846154
CAUC	2011	NARANJA	30,11111111	23,88888889	238,6666667	7,644444444
CAUC	2011	PALMA DE ACEITE	627	627	2194	3,5
CAUC	2011	PAPA	81,64705882	65,94117647	946,0588235	10,25294118
CAUC	2011	PAPAYA	5	4	100	25
CAUC	2011	PATILLA	6,666666667	4	36,66666667	8,776666667
CAUC	2011	PEPINO COHOMBRO	15	14,5	216,5	10
CAUC	2011	PIMENTON	3	2,5	12	7,5
CAUC	2011	PINA	6,5	5,5	66	12
CAUC	2011	PLATANO	185,5714286	159,0714286	1291,857143	7,858214286
CAUC	2011	QUINUA	8,25	8	4,75	0,595
CAUC	2011	REPOLLO	3	2,5	3	1,25
CAUC	2011	SORGO	7	7	24,5	3,5
CAUC	2011	SOYA	4,5	4,5	13,5	3,15
CAUC	2011	TANGELO	15	15	150	10
CAUC	2011	TOMATE	6,058823529	5,058823529	65,61764706	11,64411765
CAUC	2011	TOMATE DE ARBOL	14	10,5	84,33333333	7,383333333
CAUC	2011	TRIGO	39,75	31,375	48,625	1,43875
CAUC	2011	UCHUVA	13	10,5	28,5	4,25
CAUC	2011	ULLUCO	40	38,66666667	76	2,5
CAUC	2011	YUCA	107,4827586	80,65517241	904,8965517	10,24413793
CAUC	2011	ZANAHORIA	4,833333333	4,333333333	37,16666667	8,383333333
CAUC	2012	ACELGA	15	13,5	297	22
CAUC	2012	ACHIRA	4	2	2	1
CAUC	2012	AGUACATE	40,18181818	34,27272727	223	6,918181818
CAUC	2012	AHUYAMA	19	14,63636364	212,1818182	12,09090909
CAUC	2012	AJO	7	7	9	1,3
CAUC	2012	ARRACACHA	11,66666667	10,66666667	73,16666667	6,666666667
CAUC	2012	ARROZ	115,6	104,2	432,1	3,437
CAUC	2012	ARVEJA	14,86666667	13,66666667	31,4	1,823333333
CAUC	2012	BANANO	16	12	90	7,5
CAUC	2012	BROCOLI	10	10	111	11,1
CAUC	2012	CEBOLLA DE BULBO	1,333333333	1,333333333	7,333333333	5,333333333
CAUC	2012	CEBOLLA DE RAMA	13,64285714	11,71428571	118,0714286	11,41428571
CAUC	2012	CHONTADURO	8	5	15,5	2,785
CAUC	2012	CILANTRO	7,75	7	20,75	3,25
CAUC	2012	CITRICOS	24,75	23,75	332,5	9,925
CAUC	2012	COLIFLOR	5	5	150	30
CAUC	2012	FRESA	7,5	7	40	7
CAUC	2012	FRIJOL	28,31111111	25,57777778	34,08888889	1,220444444
CAUC	2012	FRUTALES VARIOS	12	10	15	1,5
CAUC	2012	GARBANZO	31,5	30,25	23,75	0,89
CAUC	2012	GRANADILLA	10,25	7,625	38,625	4,8125
CAUC	2012	GUANABANA	4	1	12	12
CAUC	2012	GUAYABA	13	8,75	124	11,5
CAUC	2012	HABA	13	10	13	1,3
CAUC	2012	HABICHUELA	3,714285714	1,857142857	3,714285714	2,021428571
CAUC	2012	HORTALIZAS VARIAS	3,285714286	2,571428571	2,714285714	1
CAUC	2012	LECHUGA	7	6,4	29,6	4,6
CAUC	2012	LIMON	45,8	17,6	76,6	6,362
CAUC	2012	LULO	18,70588235	14,52941176	112,0588235	7,629411765
CAUC	2012	MAIZ	84,58666667	73,25333333	143,88	2,043866667
CAUC	2012	MALANGA	550	400	2408	6,02
CAUC	2012	MANDARINA	11	9	113	10
CAUC	2012	MANGO	40	17,5	124,25	5,475
CAUC	2012	MANI	6	4,833333333	7	1,191666667
CAUC	2012	MARACUYA	9,666666667	8,166666667	75,33333333	11,36666667
CAUC	2012	MELON	16,5	12	254	22,5
CAUC	2012	MORA	35,38461538	29,61538462	150,1538462	4,876923077
CAUC	2012	NARANJA	19,83333333	16,66666667	175,5	8,616666667
CAUC	2012	PALMA DE ACEITE	624	624	2184	3,5
CAUC	2012	PAPA	121,8947368	111,7368421	908,0526316	8,583157895
CAUC	2012	PAPAYA	6	3	44,25	14
CAUC	2012	PATILLA	17	14	115	11
CAUC	2012	PEPINO COHOMBRO	21,5	18,25	167	10
CAUC	2012	PIMENTON	22,5	19,5	682,5	35
CAUC	2012	PINA	2,5	2	4,5	2,2
CAUC	2012	PLATANO	209	169,9583333	1267,291667	7,603333333
CAUC	2012	QUINUA	27	26	49	1,4
CAUC	2012	SORGO	13,75	13,75	48,5	3,75
CAUC	2012	SOYA	5	5	11,5	2,25
CAUC	2012	TANGELO	110	100	1000	10
CAUC	2012	TOMATE	11	9,741935484	125,5483871	13,19967742
CAUC	2012	TOMATE DE ARBOL	14,4	10,4	92,4	10,4
CAUC	2012	TRIGO	30,25	15,75	27,875	1,65
CAUC	2012	UCHUVA	10	10	27	4,25
CAUC	2012	ULLUCO	50,83333333	47,5	430,8333333	9,583333333
CAUC	2012	YUCA	113,6451613	83,41935484	850,9354839	9,706451613
CAUC	2012	ZANAHORIA	2	2	36	18
CAUC	2013	ACELGA	8,75	8	165	11,25
CAUC	2013	ACHIRA	10	8	15	1,9
CAUC	2013	AGUACATE	38,46153846	32,38461538	212,1538462	6,863076923
CAUC	2013	AHUYAMA	12	11,4	65,8	6,8
CAUC	2013	AJO	6,666666667	6,666666667	7,333333333	1,066666667
CAUC	2013	ARRACACHA	10,77777778	10	72,44444444	7,666666667
CAUC	2013	ARROZ	115,5454545	111,3636364	334,0909091	2,760909091
CAUC	2013	ARVEJA	14,3125	13,4375	15,75	1,183125
CAUC	2013	BANANO	17	16	120	7,5
CAUC	2013	BATATA	1	1	1	1
CAUC	2013	BROCOLI	10	10	111	11,1
CAUC	2013	CEBOLLA DE BULBO	2	2	9	4
CAUC	2013	CEBOLLA DE RAMA	12,95	11,95	85,85	8,45
CAUC	2013	CHONTADURO	7	5,5	24,5	4,785
CAUC	2013	CILANTRO	5,666666667	5,083333333	23,83333333	3,583333333
CAUC	2013	CITRICOS	29,75	26	376,75	12,25
CAUC	2013	COLIFLOR	3,25	3	76,5	17,5
CAUC	2013	FRESA	7,5	6	61	9,25
CAUC	2013	FRIJOL	30,74509804	29,05882353	34,54901961	1,160196078
CAUC	2013	FRUTALES VARIOS	12	11	22	2
CAUC	2013	GARBANZO	26,5	25	26,25	1,295
CAUC	2013	GRANADILLA	9,333333333	8,666666667	48,33333333	4,916666667
CAUC	2013	GUANABANA	9	4	48	12
CAUC	2013	GUAYABA	12,25	12	175	11,7
CAUC	2013	HABA	12	11,5	13	1,15
CAUC	2013	HABICHUELA	5,625	2,5	5,375	2,075
CAUC	2013	HORTALIZAS VARIAS	8,333333333	6,916666667	21,83333333	2,666666667
CAUC	2013	LECHUGA	5,375	4,625	77,875	8
CAUC	2013	LIMON	31	24,16666667	75,16666667	5,028333333
CAUC	2013	LULO	19,17647059	12,35294118	107,0588235	8,470588235
CAUC	2013	MAIZ	90,17857143	81,10714286	172,4166667	2,053809524
CAUC	2013	MALANGA	550	400	2408	6,02
CAUC	2013	MANDARINA	11,33333333	10,33333333	94	9
CAUC	2013	MANGO	37,6	26,6	142,4	6,1
CAUC	2013	MANI	5,166666667	4,833333333	6,666666667	1,166666667
CAUC	2013	MARACUYA	10	8	91,75	11
CAUC	2013	MELON	15	14,5	292	20
CAUC	2013	MORA	32,38461538	30,69230769	172,3846154	5,5
CAUC	2013	NARANJA	25,875	22	211,625	8,4375
CAUC	2013	PALMA DE ACEITE	624	624	2134	3,42
CAUC	2013	PAPA	89,26086957	81,47826087	951,3913043	8,504347826
CAUC	2013	PAPAYA	7,333333333	5	73,66666667	12,83333333
CAUC	2013	PATILLA	13,5	13,5	101,6666667	8,5
CAUC	2013	PEPINO COHOMBRO	8,142857143	7	81,71428571	7,685714286
CAUC	2013	PIMENTON	15,75	12	395,25	18,45
CAUC	2013	PINA	5,5	3,5	34,75	7,5
CAUC	2013	PLATANO	214,6538462	192,1153846	1339,423077	7,642692308
CAUC	2013	QUINUA	36	34,25	44	1
CAUC	2013	REMOLACHA	1	1	10	10
CAUC	2013	REPOLLO	1	1	5	5
CAUC	2013	SORGO	2	2	7	3,5
CAUC	2013	SOYA	4	4	10	2,45
CAUC	2013	TANGELO	110	100	1000	10
CAUC	2013	TOMATE	7,857142857	7,428571429	107,1714286	12,62857143
CAUC	2013	TOMATE DE ARBOL	19,33333333	15,33333333	159,6666667	10,33333333
CAUC	2013	TRIGO	27,88888889	25	48,55555556	1,522222222
CAUC	2013	UCHUVA	18	18	45	2,5
CAUC	2013	ULLUCO	42,5	37,375	594,25	10,4625
CAUC	2013	YUCA	95,83333333	77,66666667	688,9666667	9,022333333
CAUC	2013	ZANAHORIA	8,6	7,6	40,8	6,6
CAUC	2014	ACELGA	10,25	9,75	171,5	11,3
CAUC	2014	ACHIRA	8	6,5	11,5	1,75
CAUC	2014	AGUACATE	33,33333333	25,58333333	160,5	6,025
CAUC	2014	AHUYAMA	10	9,909090909	99,90909091	10,68181818
CAUC	2014	AJI	6,5	6,5	102,5	19
CAUC	2014	AJO	6,333333333	6,333333333	7	1,066666667
CAUC	2014	ARRACACHA	12,71428571	12,28571429	85,28571429	5,571428571
CAUC	2014	ARROZ	45	44,14285714	195,7142857	3,841428571
CAUC	2014	ARVEJA	17,23076923	16,07692308	18	1,151538462
CAUC	2014	BANANITO	3	1	2	2
CAUC	2014	BANANO	52	41	77	3,5
CAUC	2014	BOROJO	2	1	1	1
CAUC	2014	BROCOLI	11	11	117	11,1
CAUC	2014	CEBOLLA DE BULBO	1	1	5	5
CAUC	2014	CEBOLLA DE RAMA	9,625	8,75	86,5625	9,875
CAUC	2014	CHONTADURO	8,5	5,5	24,5	4,785
CAUC	2014	CILANTRO	6,909090909	6,090909091	32,18181818	4,359090909
CAUC	2014	CITRICOS	25,8	21,4	292,2	10
CAUC	2014	COLIFLOR	4,666666667	4	100,6666667	20,3
CAUC	2014	ESPINACA	1,333333333	1,333333333	1	0,866666667
CAUC	2014	FRESA	14	11,66666667	82,33333333	7,916666667
CAUC	2014	FRIJOL	31,71428571	29,21428571	32,45238095	1,164285714
CAUC	2014	GARBANZO	14,66666667	13,66666667	22	1,833333333
CAUC	2014	GRANADILLA	10,57142857	9,142857143	37,85714286	4,285714286
CAUC	2014	GUANABANA	7	3	25	6,5
CAUC	2014	GUAYABA	12,6	10	141,2	10
CAUC	2014	GULUPA	53	13	63	5
CAUC	2014	HABA	12	11	13	1,2
CAUC	2014	HABICHUELA	1,888888889	1,777777778	4,111111111	2,105555556
CAUC	2014	HORTALIZAS VARIAS	6,625	5,75	7,5	1,4875
CAUC	2014	LECHUGA	7	5,666666667	102,3333333	9,616666667
CAUC	2014	LIMA	12	9	45	5
CAUC	2014	LIMON	45,5	19,875	56,375	5,0625
CAUC	2014	LULO	14,9375	11,1875	63,25	7,4
CAUC	2014	MAIZ	89,47368421	79,66666667	149,9298246	2,056140351
CAUC	2014	MALANGA	550	400	1200	3
CAUC	2014	MANDARINA	8	6,25	52	6,7625
CAUC	2014	MANGO	31,42857143	26,85714286	234	7,285714286
CAUC	2014	MANI	7,4	7	11	1,44
CAUC	2014	MARACUYA	9,6	8,6	85,6	10,6
CAUC	2014	MELON	10	8,5	212,5	25
CAUC	2014	MORA	35,92307692	31,15384615	153,0769231	5,423076923
CAUC	2014	NAME	1	1	1	1
CAUC	2014	NARANJA	44,55555556	33,33333333	267,2222222	7,677777778
CAUC	2014	PALMA DE ACEITE	624	624	2134	3,42
CAUC	2014	PAPA	90	84,10526316	786,9473684	6,868421053
CAUC	2014	PAPAYA	9,25	8,5	109,25	13,825
CAUC	2014	PATILLA	8	7,8	92	12,52
CAUC	2014	PEPINO COHOMBRO	7	6,8	100,2	9,2
CAUC	2014	PIMENTON	6,25	5	133,5	10,075
CAUC	2014	PINA	10	7,666666667	67	6,333333333
CAUC	2014	PLATANO	215,0416667	186,5833333	1265,208333	8,231666667
CAUC	2014	QUINUA	28,5	27,375	34,5	1,0975
CAUC	2014	REMOLACHA	1	1	8	10
CAUC	2014	REPOLLO	3	3	10,33333333	2,766666667
CAUC	2014	SACHA INCHI	30	5	18	3,5
CAUC	2014	SOYA	2	2	4	2
CAUC	2014	TANGELO	110	110	1100	10
CAUC	2014	TOMATE	8,090909091	7,393939394	124,4242424	14,31515152
CAUC	2014	TOMATE DE ARBOL	19	16	124,2	8,4
CAUC	2014	TRIGO	45,75	39,5	99,25	1,475
CAUC	2014	UCHUVA	18	18	45	2,5
CAUC	2014	ULLUCO	56,5	43,25	807,5	15,75
CAUC	2014	YUCA	118,5714286	100,4642857	937,1428571	9,545357143
CAUC	2014	ZANAHORIA	8,333333333	6,833333333	31	3,583333333
CAUC	2015	ACELGA	8,75	8,25	170,75	11,275
CAUC	2015	ACHIRA	11,5	9,5	15	1,6
CAUC	2015	AGUACATE	33,09090909	28,90909091	208,5454545	7,163636364
CAUC	2015	AHUYAMA	13,33333333	9,666666667	73,91666667	7,383333333
CAUC	2015	AJI	12	12	156	13
CAUC	2015	AJO	6	6	7,5	1,3
CAUC	2015	ARRACACHA	16,09090909	13,27272727	108,2727273	6,560909091
CAUC	2015	ARROZ	72,73333333	67,73333333	297,7333333	3,857333333
CAUC	2015	ARVEJA	12,5	12,07142857	12,21428571	0,964285714
CAUC	2015	BANANITO	3	3	6	2
CAUC	2015	BANANO	52,66666667	42	187	4,5
CAUC	2015	BOROJO	3	2	2	1
CAUC	2015	BROCOLI	11	11	117	11,1
CAUC	2015	CEBOLLA DE BULBO	2	2	23,33333333	8,333333333
CAUC	2015	CEBOLLA DE RAMA	9,823529412	9,176470588	91,88235294	9,294117647
CAUC	2015	CHONTADURO	8	5,5	14,5	2,425
CAUC	2015	CILANTRO	7,538461538	6,692307692	32,30769231	4,153846154
CAUC	2015	CITRICOS	32,5	28	406	13
CAUC	2015	COLIFLOR	6	5	150	30
CAUC	2015	CURUBA	1	1	12	12
CAUC	2015	ESPINACA	1	1	1	1
CAUC	2015	FRESA	10,25	9	64,5	8,0625
CAUC	2015	FRIJOL	26,4	24,26	25,18	1,0932
CAUC	2015	GARBANZO	32,5	32	41,5	1,3
CAUC	2015	GRANADILLA	12,28571429	9,571428571	37,85714286	4,142857143
CAUC	2015	GUANABANA	14	6	95	11
CAUC	2015	GUAYABA	11	10,8	147	10,8
CAUC	2015	GULUPA	55	32	126	4
CAUC	2015	HABA	11	10	14	1,4
CAUC	2015	HABICHUELA	1,875	1,625	3,5	2,1125
CAUC	2015	HORTALIZAS VARIAS	5,222222222	4,777777778	21,55555556	4,022222222
CAUC	2015	LECHUGA	6,285714286	5,285714286	99,42857143	10,57142857
CAUC	2015	LIMA	11	11	55	5
CAUC	2015	LIMON	46,25	40	110,875	5
CAUC	2015	LULO	16,375	11,25	77,3125	6,65
CAUC	2015	MAIZ	101,6075949	92,58227848	190,9493671	1,975949367
CAUC	2015	MALANGA	8	6	72	12
CAUC	2015	MANDARINA	8,5	8,25	86	8,3875
CAUC	2015	MANGO	34	25,14285714	227,4285714	7,271428571
CAUC	2015	MANI	17,14285714	15,42857143	18,57142857	1,448571429
CAUC	2015	MARACUYA	12	9,75	103,5	12
CAUC	2015	MELON	10	9,5	237,5	25
CAUC	2015	MORA	26,07692308	22,84615385	122,1538462	5,538461538
CAUC	2015	NAME	5	4	48	12
CAUC	2015	NARANJA	30,1	27,2	258	8,91
CAUC	2015	PALMA DE ACEITE	624	624	973	1,56
CAUC	2015	PAPA	83,90909091	79,72727273	1304,045455	10,98863636
CAUC	2015	PAPAYA	6,25	5,5	67,25	13,075
CAUC	2015	PATILLA	10,66666667	6,166666667	86,5	13,43333333
CAUC	2015	PEPINO COHOMBRO	6,4	6,2	92,2	9,6
CAUC	2015	PIMENTON	6	5,4	162,6	15,06
CAUC	2015	PINA	22,25	12	67	5,5
CAUC	2015	PLATANO	190,4166667	161,9583333	1145,458333	7,764583333
CAUC	2015	QUINUA	60,53846154	58,84615385	78,92307692	1,238461538
CAUC	2015	REPOLLO	3,5	3	14	4,65
CAUC	2015	SOYA	2	2	4	2
CAUC	2015	TANGELO	110	110	1100	10
CAUC	2015	TOMATE	7,307692308	6,41025641	74,35897436	9,618461538
CAUC	2015	TOMATE DE ARBOL	25,66666667	24,5	141	9,216666667
CAUC	2015	TRIGO	28,57142857	25,28571429	60,71428571	1,757142857
CAUC	2015	UCHUVA	58	18	45	2,5
CAUC	2015	ULLUCO	49,6	47,8	880,4	14,2
CAUC	2015	UVA	14	8	120	15
CAUC	2015	YUCA	84,08108108	73,56756757	575,4594595	8,839459459
CAUC	2015	ZANAHORIA	7,333333333	6	27,33333333	4,233333333
CAUC	2016	ACELGA	9	8,25	171	11,25
CAUC	2016	ACHIRA	13,5	11,5	12,5	1,25
CAUC	2016	AGUACATE	53,18181818	38,81818182	229,4545455	6,454545455
CAUC	2016	AHUYAMA	11,5	9,642857143	42,14285714	5,797142857
CAUC	2016	AJI	1	1	1,5	2,35
CAUC	2016	AJO	5,5	5,5	33	5,15
CAUC	2016	ARRACACHA	22,5	19,7	179,4	7,5
CAUC	2016	ARROZ	67,375	66,0625	314,25	4,095625
CAUC	2016	ARVEJA	12,86956522	11,7826087	18,7826087	1,719130435
CAUC	2016	BANANO	68,5	50,5	148,75	5,125
CAUC	2016	BROCOLI	13	13	319	25
CAUC	2016	CEBOLLA DE BULBO	2	2	30	10
CAUC	2016	CEBOLLA DE RAMA	9,357142857	8,857142857	76,14285714	7,321428571
CAUC	2016	CHIRIMOYA	5	2	6	3
CAUC	2016	CHONTADURO	22	17	21,5	1,15
CAUC	2016	CILANTRO	4,9375	4,125	31,25	3,9125
CAUC	2016	CITRICOS	60	47	734,5	15,635
CAUC	2016	COLIFLOR	6	6	172,5	30
CAUC	2016	ESPINACA	15	13	195	15
CAUC	2016	FRESA	55	46,25	582,5	13,25
CAUC	2016	FRIJOL	33,68518519	29,12962963	39,48148148	1,308333333
CAUC	2016	FRUTALES VARIOS	49	10	200	20
CAUC	2016	GARBANZO	17,75	16	12,75	0,9
CAUC	2016	GRANADILLA	11	9,285714286	44,85714286	5,785714286
CAUC	2016	GUAMA	3	1	9	9
CAUC	2016	GUANABANA	16,33333333	6,666666667	103,3333333	13
CAUC	2016	GUAYABA	9,6	6	50,2	8,2
CAUC	2016	GULUPA	58	30	450	15
CAUC	2016	HABICHUELA	5,666666667	3,111111111	4,666666667	1,611111111
CAUC	2016	HORTALIZAS VARIAS	9,8	7,866666667	26,86666667	3,613333333
CAUC	2016	LECHUGA	6,428571429	5,571428571	100,2857143	17,14285714
CAUC	2016	LIMA	8	4	28	7
CAUC	2016	LIMON	28,90909091	23,81818182	38,09090909	4,045454545
CAUC	2016	LULO	15,1875	10,75	61,3125	5,80625
CAUC	2016	MAIZ	104,5068493	96,73972603	179,5753425	1,846575342
CAUC	2016	MALANGA	118,3333333	98	833,3333333	8
CAUC	2016	MANDARINA	7,5	6,75	49,25	5,375
CAUC	2016	MANGO	25,85714286	22,42857143	99,14285714	5,342857143
CAUC	2016	MANI	18	16,57142857	20,28571429	1,558571429
CAUC	2016	MARACUYA	19	17	184	13,5
CAUC	2016	MELON	11	10,5	210	20
CAUC	2016	MORA	22,69230769	19,38461538	114,0769231	5,076923077
CAUC	2016	NAME	20	15	210	14
CAUC	2016	NARANJA	22,46153846	17,61538462	167,2307692	6,997692308
CAUC	2016	PALMA DE ACEITE	624	624	942	1,51
CAUC	2016	PAPA	105,3636364	96,45454545	837,8636364	6,379090909
CAUC	2016	PAPAYA	7,5	5,25	57	11,875
CAUC	2016	PATILLA	11,83333333	11	76,66666667	10,83333333
CAUC	2016	PEPA DE PAN	3	1	3	3
CAUC	2016	PEPINO COHOMBRO	4	4	52,5	7,766666667
CAUC	2016	PIMENTON	4,5	3,125	80,625	10,4875
CAUC	2016	PINA	15,83333333	12,16666667	24,66666667	2,5
CAUC	2016	PLATANO	190,9259259	133,5185185	909,6666667	6,649259259
CAUC	2016	QUINUA	66,375	63,875	88,375	1,2125
CAUC	2016	REPOLLO	3	2	9,5	3,5
CAUC	2016	SACHA INCHI	8,5	2	2,5	1,25
CAUC	2016	TANGELO	110	110	220	2
CAUC	2016	TOMATE	6,133333333	5,566666667	72,83333333	11,70466667
CAUC	2016	TOMATE DE ARBOL	19,5	15,66666667	96,16666667	8,333333333
CAUC	2016	TRIGO	12,4	12	14,6	1,44
CAUC	2016	UCHUVA	53	43	344	8
CAUC	2016	ULLUCO	55,2	53,8	1036,4	16,4
CAUC	2016	UVA	19	11	165	15
CAUC	2016	YUCA	81,22222222	61,36111111	631,8888889	9,568611111
CAUC	2016	ZANAHORIA	8,8	7,2	72,8	8,7
CAUC	2017	ACELGA	7,5	6,5	23,5	2,375
CAUC	2017	ACHIRA	10	9	9	1
CAUC	2017	AGUACATE	64,90909091	51,81818182	269,8181818	5,227272727
CAUC	2017	AHUYAMA	9,416666667	8,75	104,6666667	10,8425
CAUC	2017	AJI	0,666666667	0,666666667	1	2,133333333
CAUC	2017	AJO	5,5	5,5	33	5,15
CAUC	2017	ARRACACHA	26,71428571	24	204,4285714	8,078571429
CAUC	2017	ARROZ	85,58823529	85	340,6470588	3,701176471
