depa	ano	culti	ar.semb	ar.cose	produ	rendi
PUTU	2015	PLATANO	294,1666667	280,1666667	1293	4,716666667
PUTU	2015	SACHA INCHI	16,66666667	10,33333333	15	0,996666667
PUTU	2015	TOMATE DE ARBOL	47,25	43	550	13,75
PUTU	2015	YACON	4,25	4,25	82,5	20
PUTU	2015	YUCA	226,5	213	1809,625	8,5625
PUTU	2016	AGUACATE	12,25	5	52,5	10,5
PUTU	2016	ARAZA	8	5	10	2
PUTU	2016	ARROZ	101,2	92,8	162,5333333	2,006666667
PUTU	2016	ARVEJA	9	8	19,66666667	2,266666667
PUTU	2016	BANANITO	114	100	800	8
PUTU	2016	CHONTADURO	91	81	438	6,5
PUTU	2016	COPOAZU	12	10	10	1
PUTU	2016	GRANADILLA	48,75	40,5	312,5	7,75
PUTU	2016	LULO	39,75	34	192,5	4,9
PUTU	2016	MAIZ	176,1	155,85	165,55	1,0725
PUTU	2016	MALANGA	13	8,5	54	6,5
PUTU	2016	MORA	3,666666667	2,333333333	10,33333333	4,6
PUTU	2016	NARANJA	6	3	54	18
PUTU	2016	PALMITO	8	5	6	1,4
PUTU	2016	PAPA	3,333333333	3,333333333	29,33333333	7,566666667
PUTU	2016	PINA	43,33333333	32,33333333	372,3333333	11,41666667
PUTU	2016	PLATANO	339,4	249,4	957,6	4,26
PUTU	2016	SACHA INCHI	25,57142857	13,14285714	19,85714286	1,457142857
PUTU	2016	TOMATE DE ARBOL	22,66666667	19,33333333	158	6,466666667
PUTU	2016	YUCA	160,25	150,125	1304,25	8,25
PUTU	2017	AGUACATE	22	19	128	4,55
PUTU	2017	ARAZA	8	8	15	2
PUTU	2017	ARROZ	107,2857143	92,28571429	184,9285714	2,028571429
PUTU	2017	ARVEJA	11,33333333	11,33333333	10	0,886666667
PUTU	2017	CHONTADURO	88	81,5	345,5	4
PUTU	2017	COPOAZU	11	11	11	1
PUTU	2017	FRIJOL	100	100	161	1,61
PUTU	2017	GRANADILLA	58,5	46,75	388,75	7,95
PUTU	2017	LULO	35	32,75	186,25	4,925
PUTU	2017	MAIZ	201,3809524	176,3333333	202,6666667	1,095238095
PUTU	2017	MALANGA	24,66666667	22	102,3333333	5,666666667
PUTU	2017	MORA	6,333333333	3	14,66666667	4,533333333
PUTU	2017	NARANJA	6	6	72	12
PUTU	2017	PAPA	5	5	9,666666667	1,9
PUTU	2017	PINA	51,85714286	37,42857143	423,7142857	10,92857143
PUTU	2017	PLATANO	313	232,5	809,5	3,25
PUTU	2017	SACHA INCHI	28,85714286	23,85714286	43,42857143	1,428571429
PUTU	2017	TOMATE DE ARBOL	49	46,5	372,5	6,85
PUTU	2017	YUCA	163,125	145,5	882,5	6,6875
PUTU	2018	AGUACATE	28	22	149	4,6
PUTU	2018	ARAZA	12	10	21	2,1
PUTU	2018	ARROZ	168	168	327	2,028571429
PUTU	2018	ARVEJA	11,33333333	11,33333333	10,66666667	0,903333333
PUTU	2018	CHONTADURO	98	88	371	4
PUTU	2018	COPOAZU	19	11	11	1
PUTU	2018	GRANADILLA	34	26	192	7,733333333
PUTU	2018	LULO	36	32,75	183,5	4,85
PUTU	2018	MAIZ	217,4166667	217,4166667	236,4166667	1,0725
PUTU	2018	MALANGA	22,66666667	22,66666667	107	5,666666667
PUTU	2018	MORA	8,666666667	6	30	4,6
PUTU	2018	NARANJA	8	6	72	12
PUTU	2018	PAPA	5	5	10,33333333	1,95
PUTU	2018	PINA	60,28571429	50,71428571	561,4285714	10,92857143
PUTU	2018	PLATANO	230	221	649,6666667	2,9
PUTU	2018	SACHA INCHI	40,28571429	27	63,42857143	2,028571429
PUTU	2018	TOMATE DE ARBOL	51	47,75	384,75	6,875
PUTU	2018	YUCA	137,75	137,75	789,875	6,6875
PUTU	2019	ACHIRA	5	5	46,5	9,3
PUTU	2019	AGUACATE	37,6	22,4	204,974	8,338
PUTU	2019	ARAZA	13,5	4,5	6,75	0,75
PUTU	2019	ARROZ	105,0714286	103,2142857	195,2971429	1,982142857
PUTU	2019	ARVEJA	4,25	4,25	4,77	1,235
PUTU	2019	ASAI	10	5	15	3
PUTU	2019	CHONTADURO	84,25	74,75	353,5	3,5
PUTU	2019	COPOAZU	13,5	7,5	37,5	2,5
PUTU	2019	CURCUMA O AZAFRAN	37	37	740	20
PUTU	2019	FRIJOL	93	92,66666667	99,06666667	1,173333333
PUTU	2019	GRANADILLA	30,66666667	28	131,6666667	4,6
PUTU	2019	GUAYABA	5	0	0	0
PUTU	2019	LIMA	21,75	18	72	2
PUTU	2019	LIMON	32	0	0	0
PUTU	2019	LULO	33,25	30,25	123	3,25
PUTU	2019	MAIZ	193	185,4	319,3786667	1,703333333
PUTU	2019	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	16,5	14,4	70,6	5,208
PUTU	2019	MORA	7,666666667	7	13,12	1,876666667
PUTU	2019	NARANJA	8	6	30	5
PUTU	2019	OTROS CITRICOS	15	0	0	0
PUTU	2019	PALMA DE ACEITE	12	0	0	0
PUTU	2019	PAPA	5,166666667	5,166666667	33	10,63333333
PUTU	2019	PINA	57,14285714	47,57142857	540,7142857	9
PUTU	2019	SACHA INCHI	35,57142857	31,42857143	50,2	1,657142857
PUTU	2019	TOMATE	0,75	0,75	25,92	34,56
PUTU	2019	TOMATE DE ARBOL	48,25	42	263,245	6,415
PUTU	2019	YUCA	161,6363636	154,2727273	1110,818182	7,541818182
PUTU	2020	ACHIRA	5	5	46,5	9,3
PUTU	2020	AGUACATE	45,66	36	423,8	10,874
PUTU	2020	ARAZA	40	35	131,25	6,75
PUTU	2020	ARROZ	106,6428571	105,6428571	225,1121429	2,322857143
PUTU	2020	ARVEJA	11,25	11	18,22	1,285
PUTU	2020	ASAI	49,33333333	32	327	8,833333333
PUTU	2020	CHONTADURO	75,5	75	403,94	5,235
PUTU	2020	COPOAZU	8	8	12	1,5
PUTU	2020	CURCUMA O AZAFRAN	35	35	700	20
PUTU	2020	FRESA	3	3	30	10
PUTU	2020	FRIJOL	73	71,66666667	126,6666667	1,666666667
PUTU	2020	GRANADILLA	41,05	38,75	295,25	7,75
PUTU	2020	GUAYABA	5	5	17,5	3,5
PUTU	2020	LIMA	20,25	9,25	34,5	2,75
PUTU	2020	LIMON	42	32	95	3,85
PUTU	2020	LULO	33,29	25,25	319,5	14,13
PUTU	2020	MAIZ	159,55	150,55	223,725	1,498
PUTU	2020	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	14	14	73	6,5
PUTU	2020	MORA	39	39	336,025	5,975
PUTU	2020	NARANJA	9	9	45	5
PUTU	2020	PALMA DE ACEITE	12	12	52,37	4,36
PUTU	2020	PAPA	5,9	5,166666667	19,13333333	4,6
PUTU	2020	PINA	57,21428571	43,21428571	494,0714286	11,78571429
PUTU	2020	SACHA INCHI	32,1875	26,5625	49,5375	1,6
PUTU	2020	TOMATE DE ARBOL	18,54	15,5	124,4	7,1425
PUTU	2020	UVA CAIMARONA	69	1	8,3	8,3
PUTU	2020	YUCA	150,4545455	145,4545455	997,1363636	7,477272727
PUTU	2021	ACHIRA	5	4,5	42,65	9,485
PUTU	2021	AGUACATE	58,825	50,825	407,85	8,8825
PUTU	2021	ARAZA	43	35	131,25	6,75
PUTU	2021	ARROZ	111,8571429	108,7142857	229,7542857	2,232142857
PUTU	2021	ARVEJA	25,8	24,9	38,852	1,314
PUTU	2021	ASAI	47,5	30	190	4
PUTU	2021	BANANO	78,66666667	72,66666667	489,4133333	7,026666667
PUTU	2021	CHONTADURO	68,25	63	344,6825	5,0425
PUTU	2021	COPOAZU	8	8	12	1,5
PUTU	2021	CURCUMA O AZAFRAN	35	35	700	20
PUTU	2021	FRESA	2	2	18	9
PUTU	2021	FRIJOL	55	52,25	83,6	1,6
PUTU	2021	GRANADILLA	28,3	27,8	166,1	6,75
PUTU	2021	GUAYABA	5	5	75	15
PUTU	2021	LIMON	44,16666667	39,83333333	122,0666667	3,2
PUTU	2021	LULO	38,72	31,72	462,5133333	14,86666667
PUTU	2021	MAIZ	175,2380952	168,5238095	211,0561905	1,125714286
PUTU	2021	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	14,66666667	14,5	71,33333333	5,333333333
PUTU	2021	MORA	20	17,33333333	151,6666667	4,583333333
PUTU	2021	NARANJA	11,5	11,5	145,025	10,835
PUTU	2021	PALMA DE ACEITE	12	12	52,32	4,36
PUTU	2021	PAPA	4	4	32,26666667	6,266666667
PUTU	2021	PINA	77,58333333	60,41666667	744,0833333	11,83333333
PUTU	2021	SACHA INCHI	29,92857143	27,35714286	38,82142857	1,535714286
PUTU	2021	TOMATE DE ARBOL	28,38666667	28,38666667	269,01	7,263333333
PUTU	2021	UVA CAIMARONA	66	65	520	8
PUTU	2021	YUCA	148,5	145,2708333	1051,031667	7,6375
PUTU	2022	ACELGA	0,38	0,38	2,53	6,75
PUTU	2022	ACHIRA	6	5,5	55	10
PUTU	2022	AGUACATE	56,475	49,925	237,2725	4,99
PUTU	2022	ARAZA	44,5	43	98,25	3,75
PUTU	2022	ARROZ	111,0714286	111,2142857	245,7478571	2,306428571
PUTU	2022	ARVEJA	10,176	10,176	17,128	1,578
PUTU	2022	ASAI	65	47,5	348,75	6,75
PUTU	2022	BANANO	78,66666667	77	465	6,166666667
PUTU	2022	CHONTADURO	71,5	68,25	346	4,6625
PUTU	2022	COL	1,33	1,33	21,28	16
PUTU	2022	COPOAZU	8	8	40	5
PUTU	2022	CURCUMA O AZAFRAN	35	35	700	20
PUTU	2022	FRIJOL	47,225	46,475	81,45	1,8
PUTU	2022	GRANADILLA	17	16,615	128,8675	8
PUTU	2022	GUAYABA	5	5	20	4
PUTU	2022	HABA	0,69	0,69	0,92	1,33
PUTU	2022	LIMON	43,33333333	41,5	205,8333333	5,066666667
PUTU	2022	LULO	43,66666667	39,38666667	665,18	15,53333333
PUTU	2022	MAIZ	153,6070833	152,1725	222,4779167	1,375416667
PUTU	2022	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	14,33333333	14,33333333	72	5,333333333
PUTU	2022	MORA	15	14,66666667	103,2333333	3,933333333
PUTU	2022	NARANJA	9	9	41	4,5
PUTU	2022	OTRAS HORTALIZAS	2,39	2,39	38,24	16
PUTU	2022	PALMA DE ACEITE	12	12	36	3
PUTU	2022	PAPA	3,25	3,25	43,75	8,25
PUTU	2022	PINA	61,41666667	53,75	600,8333333	11,33333333
PUTU	2022	SACHA INCHI	30,5625	26,1875	47,175	1,625
PUTU	2022	TOMATE DE ARBOL	12,58	12,08	34,085	2,65
PUTU	2022	UCHUVA	37	7	70	10
PUTU	2022	UVA CAIMARONA	66	66	528	8
PUTU	2022	YUCA	97,78529412	100,9617647	593,3117647	5,323529412
PUTU	2022	ZANAHORIA	1,08	1,08	21,6	20
PUTU	2023	ACELGA	0,5	0,5	3,35	6,7
PUTU	2023	ACHIRA	8	7,5	75	10
PUTU	2023	AGUACATE	46,58	35,174	183,908	4,892
PUTU	2023	ARAZA	38	29,33333333	66,16666667	2,833333333
PUTU	2023	ARROZ	100,5625	104,3125	249,51375	2,178125
PUTU	2023	ARVEJA	8,6	8,4	14,392	1,826
PUTU	2023	ASAI	105	47,5	358,75	7,75
PUTU	2023	BANANO	61,5	55,25	353,25	6,25
PUTU	2023	CAIMO	5	0	0	0
PUTU	2023	CHONTADURO	73,25	69	372,75	5
PUTU	2023	COL	2,5	2,5	40	16
PUTU	2023	COPOAZU	14	7,5	23,5	3
PUTU	2023	CURCUMA O AZAFRAN	10	10	200	20
PUTU	2023	FRIJOL	50,375	49,75	83,5	1,75
PUTU	2023	GRANADILLA	13,25	13,25	111,7	8,75
PUTU	2023	GUANABANA	5	0	0	0
PUTU	2023	GUAYABA	5	2,5	10	2
PUTU	2023	HABA	0,69	0,69	0,92	1,33
PUTU	2023	LIMON	37,75	32,125	197,125	6,8
PUTU	2023	LULO	45,66666667	40,33333333	521,1666667	12,83333333
PUTU	2023	MAIZ	144,8409524	145,8095238	209,7995238	1,306190476
PUTU	2023	MALANGA, ACHIN, YOTA, PAPA CHINA, BORE	14,33333333	14,83333333	68,33333333	5,166666667
PUTU	2023	MORA	16,66666667	14,33333333	110,6666667	7,333333333
PUTU	2023	NARANJA	9	9	49	5,5
PUTU	2023	OTRAS HORTALIZAS	2,45	2,45	39,2	16
PUTU	2023	OTROS FRUTALES	78	78	390	5
PUTU	2023	PALMA DE ACEITE	12	12	36	3
PUTU	2023	PAPA	3,625	3,375	45,625	9,5
PUTU	2023	PINA	29	16	196	12
PUTU	2023	SACHA INCHI	51,1875	30,5625	71,525	2,025
PUTU	2023	TOMATE	18,68	16	280	17,5
PUTU	2023	TOMATE DE ARBOL	9,35	9,35	125,4	9,5
PUTU	2023	UCHUVA	22	22	264	12
PUTU	2023	UVA CAIMARONA	77,9	77,9	389,5	5
PUTU	2023	YUCA	113,8125	103,5	767,25	5,125
PUTU	2023	ZANAHORIA	1,1	1,1	13,2	12
QUIN	2006	AHUYAMA	13	12,875	293	20,7175
QUIN	2006	AJI	1	1	8	8
QUIN	2006	ARVEJA	5,333333333	5,333333333	16	2,366666667
QUIN	2006	FRIJOL	28,58333333	28,58333333	25,08333333	0,710833333
QUIN	2006	HABICHUELA	3	3	9	3
QUIN	2006	HORTALIZAS VARIAS	0,083333333	0,083333333	1,833333333	6
QUIN	2006	MAIZ	37,88888889	37,61111111	65	1,726111111
QUIN	2006	PAPA	10	10	158	16,6
QUIN	2006	PIMENTON	0	0	2	15
QUIN	2006	SOYA	10	10	25	2,5
QUIN	2006	TOMATE	9,3	9,1	182,3	22,183
QUIN	2007	AGUACATE	46,8	35,7	291,8	7,42
QUIN	2007	AHUYAMA	11,84615385	11,84615385	242,5384615	20,12692308
QUIN	2007	AJI	1	1	8	8
QUIN	2007	ARRACACHA	2,666666667	2,666666667	26,66666667	10,18333333
QUIN	2007	ARVEJA	2,222222222	2,222222222	6	2,04
QUIN	2007	BANANITO	9,666666667	9,666666667	63,66666667	5,985
QUIN	2007	BANANO	62,6	61,4	793,2	13,37
QUIN	2007	CEBOLLA DE RAMA	1	1	20	15
QUIN	2007	CITRICOS	54,4	30,6	478,6	17,348
QUIN	2007	FRESA	0,5	0,5	6	20
QUIN	2007	FRIJOL	15,59090909	15,59090909	8,181818182	0,453636364
QUIN	2007	GRANADILLA	25,8	25,4	207,6	9,5
QUIN	2007	GUANABANA	1	1	12	10
QUIN	2007	GUAYABA	6	3	27,5	10
QUIN	2007	HABICHUELA	1	1	2	3
QUIN	2007	HORTALIZAS VARIAS	0,083333333	0,083333333	1,833333333	6,041666667
QUIN	2007	LULO	12,75	11,25	54,5	5,005
QUIN	2007	MACADAMIA	27,33333333	19,83333333	47,66666667	1,793333333
QUIN	2007	MAIZ	60,10526316	60,10526316	113,5263158	1,798947368
QUIN	2007	MANGOSTINO	5	5	40	8
QUIN	2007	MARACUYA	23,25	20,75	261,25	15,6525
QUIN	2007	MORA	18,88888889	15,33333333	71,66666667	4,8
QUIN	2007	PAPA	8,5	8,5	93,66666667	10,86666667
QUIN	2007	PAPAYA	12	9,333333333	156,6666667	14,77666667
QUIN	2007	PEPINO COHOMBRO	1	1	15	15
QUIN	2007	PITAHAYA	1	1	4	4
QUIN	2007	TOMATE	7,473684211	7,473684211	155,1578947	19,91947368
QUIN	2007	TOMATE DE ARBOL	7	6	67,66666667	10,55666667
QUIN	2007	UVA	1	1	5	10
QUIN	2007	YUCA	85,81818182	85,54545455	1155,272727	13,61181818
QUIN	2008	AGUACATE	56,5	39,6	273,9	6,476
QUIN	2008	AHUYAMA	7,375	7,375	149,625	19,46875
QUIN	2008	AJI	0,5	0,5	5	8
QUIN	2008	ARRACACHA	4,666666667	4,666666667	29	7,333333333
QUIN	2008	ARVEJA	1	1	2,333333333	1,623333333
QUIN	2008	BANANITO	20	20	143,25	7,1675
QUIN	2008	BANANO	69,83333333	63	703,1666667	11,36
QUIN	2008	CEBOLLA DE RAMA	1,5	1	16	13,5
QUIN	2008	CITRICOS	55	32,4	419,4	14,884
QUIN	2008	COLIFLOR	0	0	2	9
QUIN	2008	FRESA	0	0	2	20
QUIN	2008	FRIJOL	20,625	20,625	18,79166667	0,654166667
QUIN	2008	GRANADILLA	24,5	23,5	178,75	8,535
QUIN	2008	GUANABANA	5	4,5	43,5	9,69
QUIN	2008	GUAYABA	10	4,5	36,5	8,98
QUIN	2008	GULUPA	2	1	9,5	9,25
QUIN	2008	HABICHUELA	2	2	6	3
QUIN	2008	HORTALIZAS VARIAS	0,473684211	0,473684211	2,947368421	5
QUIN	2008	LECHUGA	0	0	1	5
QUIN	2008	LULO	14	9,875	39,5	4,48875
QUIN	2008	MACADAMIA	32,66666667	19,83333333	45	1,701666667
QUIN	2008	MAIZ	31,80555556	31,66666667	45,66666667	1,666388889
QUIN	2008	MANGOSTINO	5	5	40	8
QUIN	2008	MARACUYA	22,5	21,5	215	13,305
QUIN	2008	MORA	21	20,125	80,25	4
QUIN	2008	PAPA	5,4	5,4	50,6	10,84
QUIN	2008	PAPAYA	22,33333333	9,666666667	116,6666667	12,33333333
QUIN	2008	PEPINO COHOMBRO	1	1	14	12
QUIN	2008	PIMENTON	0	0	2	12
QUIN	2008	PITAHAYA	0,666666667	0,666666667	3	3,75
QUIN	2008	REPOLLO	0	0	2	9
QUIN	2008	SOYA	1	1	1	2
QUIN	2008	TOMATE	7,411764706	7,411764706	160,5882353	21,98882353
QUIN	2008	TOMATE DE ARBOL	2,333333333	2	21,33333333	10,16666667
QUIN	2008	UVA	1	1	5	9,6
QUIN	2008	YUCA	62,63636364	62,54545455	739,0909091	11,21454545
QUIN	2009	AGUACATE	65,2	38,6	270,8	6,239
QUIN	2009	AHUYAMA	10,7	10,7	205,6	18,3
QUIN	2009	AJI	0	0	2	8
QUIN	2009	ARRACACHA	1	1	8,5	8
QUIN	2009	ARVEJA	1,1	1,1	2,1	1,873
QUIN	2009	BANANITO	13,6	13,6	104,6	7,696
QUIN	2009	BANANO	66,4	58,2	722,6	12,288
QUIN	2009	CEBOLLA DE RAMA	1	1	16	12
QUIN	2009	CITRICOS	26,5	26,5	356,25	15,825
QUIN	2009	COLIFLOR	0	0	2	10
QUIN	2009	FRESA	0	0	2	20
QUIN	2009	FRIJOL	38,75	38,75	27	0,605416667
QUIN	2009	GRANADILLA	22,6	17,6	129,8	7,5
QUIN	2009	GUANABANA	5	5	51	10
QUIN	2009	GUAYABA	17,5	6	48,5	8,725
QUIN	2009	HORTALIZAS VARIAS	0,5	0,5	2,85	5
QUIN	2009	LULO	13,42857143	11,28571429	48,28571429	4,325714286
QUIN	2009	MACADAMIA	8,6	7,4	15	1,688
QUIN	2009	MAIZ	35,09756098	34,48780488	52,70731707	1,642439024
QUIN	2009	MANGOSTINO	5	5	40	8
QUIN	2009	MARACUYA	31,33333333	29,33333333	347,6666667	14,52333333
QUIN	2009	MORA	13,875	13,75	54,875	4
QUIN	2009	PAPA	6	6	42	7
QUIN	2009	PAPAYA	36,5	32,5	452	13,88
QUIN	2009	PEPINO COHOMBRO	1,2	1,2	12,4	12
QUIN	2009	PEPINO GUISO	0	0	2	10
QUIN	2009	PIMENTON	1	1	10,5	15
QUIN	2009	PITAHAYA	0,75	0,5	2	3
QUIN	2009	SOYA	10	10	20	2
QUIN	2009	TOMATE	4,235294118	4,235294118	84,35294118	23,73647059
QUIN	2009	TOMATE DE ARBOL	3	2	19,66666667	10,11
QUIN	2009	UVA	1	1	5	10
QUIN	2009	YUCA	62,36363636	61,72727273	781,9090909	11,29090909
QUIN	2010	AGUACATE	44,66666667	34,66666667	210,2222222	5,336666667
QUIN	2010	AHUYAMA	12,69230769	12,69230769	174,8461538	12,74153846
QUIN	2010	AJI	0,666666667	0,666666667	6,333333333	7,5
QUIN	2010	ARRACACHA	1	1	5,666666667	7,666666667
QUIN	2010	ARVEJA	1,5	1,5	2	1,633333333
QUIN	2010	BANANITO	17,25	16,75	114,75	6,7075
QUIN	2010	BANANO	90,85714286	79,71428571	935,5714286	11,51
QUIN	2010	CEBOLLA DE BULBO	1	1	5,5	5
QUIN	2010	CEBOLLA DE RAMA	0,5	0,5	7,5	10,5
QUIN	2010	CITRICOS	47,6	36	548,2	15,492
QUIN	2010	FRESA	1	1	9	18
QUIN	2010	FRIJOL	34,375	34,375	27,25	0,529583333
QUIN	2010	GRANADILLA	24	18,8	124,2	6,4
QUIN	2010	GUANABANA	1,5	1,5	14	8,665
QUIN	2010	GUAYABA	13,25	6,75	50,25	7,3125
QUIN	2010	HABICHUELA	0,75	0,75	2,75	2,8975
QUIN	2010	HORTALIZAS VARIAS	0,625	0,625	2,25	4,5
QUIN	2010	LECHUGA	0	0	1	5
QUIN	2010	LULO	15	12,42857143	44	3,595714286
QUIN	2010	MACADAMIA	8,6	8,6	15,4	1,468
QUIN	2010	MAIZ	32,36363636	32,3030303	40,93939394	1,308787879
QUIN	2010	MANGOSTINO	5	5	35	7
QUIN	2010	MARACUYA	20,2	17,8	198,6	13,922
QUIN	2010	MORA	13,625	13	45	3,5
QUIN	2010	PAPA	7	7	45,5	6,25
QUIN	2010	PAPAYA	25,75	19	238,5	13,085
QUIN	2010	PEPINO COHOMBRO	0	0	5,5	17,5
QUIN	2010	PIMENTON	1,6	1,6	21,4	13,77
QUIN	2010	PITAHAYA	0,75	0,75	1,5	2,525
QUIN	2010	TOMATE	3,823529412	3,823529412	50,17647059	13,01823529
QUIN	2010	TOMATE DE ARBOL	3,8	2,2	17	8,1
QUIN	2010	UVA	1	1	5	9,6
QUIN	2010	YUCA	64,58333333	64,58333333	759,1666667	10,375
QUIN	2011	AGUACATE	38	24,125	141	5,3325
QUIN	2011	AHUYAMA	11,8	11,8	189,2	15,42266667
QUIN	2011	AJI	0	0	2	7,5
QUIN	2011	ARRACACHA	3,5	3,5	17	5
QUIN	2011	ARVEJA	1,5	1,5	2,083333333	1,55
QUIN	2011	BANANITO	14,25	13,25	89	6,7325
QUIN	2011	BANANO	84	77,875	861,375	11,1175
QUIN	2011	CEBOLLA DE RAMA	3	1	14	11
QUIN	2011	CHOLUPA	3	3	21	8,5
QUIN	2011	CITRICOS	33,75	32,75	483	15,9
QUIN	2011	FRIJOL	18,55	18,55	7,55	0,416
QUIN	2011	GRANADILLA	27,75	26,75	172	6,5
QUIN	2011	GUANABANA	1,5	1,5	16	10
QUIN	2011	GUAYABA	11,75	9,25	71,5	7,43
QUIN	2011	HABICHUELA	3	3	9,25	3,2225
QUIN	2011	HORTALIZAS VARIAS	0,636363636	0,636363636	2,909090909	4,454545455
QUIN	2011	LECHUGA	1	1	3	5
QUIN	2011	LULO	24	13,28571429	47	3,522857143
QUIN	2011	MACADAMIA	8,4	8,4	15,4	1,524
QUIN	2011	MAIZ	24,23809524	24,23809524	32,0952381	1,416666667
QUIN	2011	MANGOSTINO	5	5	40	8
QUIN	2011	MARACUYA	25,25	24	271,5	13,9825
QUIN	2011	MORA	12,875	11,25	39	3,5
QUIN	2011	NARANJA	0	0	6	13
QUIN	2011	PAPA	10	10	65	6,5
QUIN	2011	PAPAYA	33,5	25,5	334,5	13,66
QUIN	2011	PEPINO COHOMBRO	3,5	3,5	38	12,5
QUIN	2011	PEPINO GUISO	0	0	3	10
QUIN	2011	PIMENTON	4,75	4,75	62,5	13,57
QUIN	2011	PITAHAYA	1	1	3	2,775
QUIN	2011	TOMATE	12,05	12,05	167,65	13,9595
QUIN	2011	TOMATE DE ARBOL	6	2,8	23,6	8,5
QUIN	2011	UCHUVA	0	0	2	9
QUIN	2011	UVA	1	1	5	9,6
QUIN	2011	YUCA	37,18181818	36,90909091	450,9090909	10,23363636
QUIN	2012	AGUACATE	64,1	35,7	226,4	6,737
QUIN	2012	AHUYAMA	11,5	11,3125	186,3125	15,511875
QUIN	2012	AJI	1	1	8	7,5
QUIN	2012	ARRACACHA	9	9	54	6
QUIN	2012	ARVEJA	2,875	2,75	5	1,82
QUIN	2012	BANANITO	12,5	12,5	84	6,7325
QUIN	2012	BANANO	64,83333333	64	671,3333333	11,45
QUIN	2012	CEBOLLA DE RAMA	3	1	11	11
QUIN	2012	CHOLUPA	3	3	21	8,5
QUIN	2012	CITRICOS	37,75	33,75	506	16,15
QUIN	2012	FRIJOL	20,86363636	20,36363636	15,40909091	0,807272727
QUIN	2012	GRANADILLA	13,66666667	12,33333333	78,66666667	6,466666667
QUIN	2012	GUANABANA	2	1,333333333	11,33333333	8,666666667
QUIN	2012	GUAYABA	9,25	7,5	58,75	7,43
QUIN	2012	HABICHUELA	3,285714286	3,285714286	6	2,281428571
QUIN	2012	HORTALIZAS VARIAS	1,111111111	1,111111111	5,222222222	4,446666667
QUIN	2012	LECHUGA	1	1	5	5
QUIN	2012	LULO	20,27272727	15,27272727	78,27272727	4,998181818
QUIN	2012	MACADAMIA	9,5	9,5	18	1,83
QUIN	2012	MAIZ	23,04878049	22,73170732	37,14634146	1,677560976
QUIN	2012	MANGOSTINO	8	8	64	8
QUIN	2012	MARACUYA	25	23,5	296,75	17,05
QUIN	2012	MORA	16,625	13,375	50,25	3,6875
QUIN	2012	PAPA	6	6	36,5	3,55
QUIN	2012	PAPAYA	48	47	620,3333333	14,66666667
QUIN	2012	PEPINO COHOMBRO	2	2	22	12,33333333
QUIN	2012	PIMENTON	3,375	3,375	41,25	12,1475
QUIN	2012	PITAHAYA	1,333333333	1,333333333	4,333333333	2,833333333
QUIN	2012	PLATANO	495	495	2141	4,33
QUIN	2012	TOMATE	8,058823529	8	110,4117647	13,69117647
QUIN	2012	TOMATE DE ARBOL	7,5	7,5	54	8,583333333
QUIN	2012	UCHUVA	1	1	9	9
QUIN	2012	UVA	1	1	10	9,6
QUIN	2012	YUCA	58,72727273	49,72727273	604,7272727	10,30727273
QUIN	2013	AGUACATE	79,57142857	51,28571429	420,7142857	7,89
QUIN	2013	AHUYAMA	8,75	8,375	172	22,3225
QUIN	2013	ARVEJA	3,25	3,25	4,25	1,6175
QUIN	2013	BANANO	94,28571429	73,42857143	832,8571429	12,26428571
QUIN	2013	CEBOLLA DE BULBO	0	0	1,5	5
QUIN	2013	CILANTRO	0	0	1	12
QUIN	2013	CITRICOS	51,66666667	45,33333333	676	14,86666667
QUIN	2013	FRESA	2	2	36	18
QUIN	2013	FRIJOL	16,52173913	13,73913043	16,60869565	0,896521739
QUIN	2013	GRANADILLA	10,2	9,6	48,4	5,82
QUIN	2013	GUANABANA	1,333333333	1,333333333	10,33333333	8,666666667
QUIN	2013	GUAYABA	10,75	8,25	64,25	7,5
QUIN	2013	HABICHUELA	2,8	2,4	4,8	2,244
QUIN	2013	HORTALIZAS VARIAS	1,25	1,25	3,75	2,85
QUIN	2013	LECHUGA	5	5	23	5
QUIN	2013	LULO	19,11111111	15,33333333	93,66666667	7,575555556
QUIN	2013	MACADAMIA	17,5	17,5	36,5	2,25
QUIN	2013	MAIZ	25,67857143	24,82142857	36,32142857	1,493214286
QUIN	2013	MARACUYA	38,66666667	32,66666667	435	17,73333333
QUIN	2013	MORA	20	19,33333333	76	4
QUIN	2013	PAPA	1	1	6	6
QUIN	2013	PAPAYA	21,33333333	21	312,6666667	15,83333333
QUIN	2013	PIMENTON	3,166666667	3,166666667	34,16666667	10,98333333
QUIN	2013	REPOLLO	0	0	0,5	6
QUIN	2013	TOMATE	6,785714286	6,5	109,3571429	14,22357143
QUIN	2013	TOMATE DE ARBOL	12,33333333	12,33333333	86	8,166666667
QUIN	2013	YACON	1	1	5	5
QUIN	2013	YUCA	66	60,27272727	734,8181818	11,21818182
QUIN	2014	AGUACATE	58,5	42,83333333	280,6666667	6,566666667
QUIN	2014	AHUYAMA	11,44444444	11,22222222	165,5555556	16,33777778
QUIN	2014	ARRACACHA	1	1	0	0,5
QUIN	2014	ARVEJA	5,666666667	5,333333333	7,333333333	1,4
