culti	gr.culti	muni	mes	anho	precio
Mandarina	FRUTALES	CALI	Octubre	2016	1828
Mango Tommy	FRUTALES	CALI	Octubre	2016	2393
Manzana verde importada	FRUTALES	CALI	Octubre	2016	4422
Maracuya	FRUTALES	CALI	Octubre	2016	2482
Mora de Castilla	FRUTALES	CALI	Octubre	2016	1998
Naranja Valencia	FRUTALES	CALI	Octubre	2016	515
Papaya maradol	FRUTALES	CALI	Octubre	2016	1172
Pinha	FRUTALES	CALI	Octubre	2016	845
Tomate	HORTALIZAS	CALI	Octubre	2016	1342
Uva red globe nacional	FRUTALES	CALI	Octubre	2016	3545
Arracacha	TUBERCULOS	CALI	Octubre	2016	2066
Papa negra	TUBERCULOS	CALI	Octubre	2016	NA
Papa criolla	TUBERCULOS	CALI	Octubre	2016	937
Platano harton verde	TUBERCULOS	CALI	Octubre	2016	1628
Yuca	TUBERCULOS	CALI	Octubre	2016	1067
Arroz de primera	GRANOS	CALI	Octubre	2016	2759
Arveja verde seca importada	GRANOS	CALI	Octubre	2016	2707
Frijol seco	GRANOS	CALI	Octubre	2016	4075
Garbanzo importado	GRANOS	CALI	Octubre	2016	NA
Lenteja importada	GRANOS	CALI	Octubre	2016	5288
Maiz amarillo	GRANOS	CALI	Octubre	2016	1572
Ahuyama	HORTALIZAS	CUCUTA	Octubre	2016	623
Apio	HORTALIZAS	CUCUTA	Octubre	2016	1019
Arveja verde en vaina	HORTALIZAS	CUCUTA	Octubre	2016	2256
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	Octubre	2016	396
Cebolla junca	HORTALIZAS	CUCUTA	Octubre	2016	719
Chocolo mazorca	HORTALIZAS	CUCUTA	Octubre	2016	765
Habichuela	HORTALIZAS	CUCUTA	Octubre	2016	1902
Lechuga Batavia	HORTALIZAS	CUCUTA	Octubre	2016	844
Pepino cohombro	HORTALIZAS	CUCUTA	Octubre	2016	1176
Pimenton	HORTALIZAS	CUCUTA	Octubre	2016	1548
Remolacha	HORTALIZAS	CUCUTA	Octubre	2016	666
Tomate	HORTALIZAS	CUCUTA	Octubre	2016	1242
Zanahoria	HORTALIZAS	CUCUTA	Octubre	2016	547
Aguacate	FRUTALES	CUCUTA	Octubre	2016	4000
Banano	FRUTALES	CUCUTA	Octubre	2016	1470
Coco	FRUTALES	CUCUTA	Octubre	2016	NA
Granadilla	FRUTALES	CUCUTA	Octubre	2016	2507
Guayaba pera	FRUTALES	CUCUTA	Octubre	2016	1101
Limon tahiti	FRUTALES	CUCUTA	Octubre	2016	1514
Lulo	FRUTALES	CUCUTA	Octubre	2016	3767
Mandarina	FRUTALES	CUCUTA	Octubre	2016	1259
Mango Tommy	FRUTALES	CUCUTA	Octubre	2016	2233
Manzana verde importada	FRUTALES	CUCUTA	Octubre	2016	4221
Maracuya	FRUTALES	CUCUTA	Octubre	2016	2792
Mora de Castilla	FRUTALES	CUCUTA	Octubre	2016	1828
Naranja Valencia	FRUTALES	CUCUTA	Octubre	2016	715
Papaya maradol	FRUTALES	CUCUTA	Octubre	2016	1156
Pinha	FRUTALES	CUCUTA	Octubre	2016	870
Tomate	HORTALIZAS	CUCUTA	Octubre	2016	1822
Uva red globe nacional	FRUTALES	CUCUTA	Octubre	2016	NA
Arracacha	TUBERCULOS	CUCUTA	Octubre	2016	1991
Papa negra	TUBERCULOS	CUCUTA	Octubre	2016	559
Papa criolla	TUBERCULOS	CUCUTA	Octubre	2016	1230
Platano harton verde	TUBERCULOS	CUCUTA	Octubre	2016	1704
Yuca	TUBERCULOS	CUCUTA	Octubre	2016	939
Arroz de primera	GRANOS	CUCUTA	Octubre	2016	2867
Arveja verde seca importada	GRANOS	CUCUTA	Octubre	2016	2208
Frijol seco	GRANOS	CUCUTA	Octubre	2016	8625
Garbanzo importado	GRANOS	CUCUTA	Octubre	2016	5614
Lenteja importada	GRANOS	CUCUTA	Octubre	2016	5233
Maiz amarillo	GRANOS	CUCUTA	Octubre	2016	NA
Ahuyama	HORTALIZAS	MEDELLIN	Octubre	2016	550
Apio	HORTALIZAS	MEDELLIN	Octubre	2016	611
Arveja verde en vaina	HORTALIZAS	MEDELLIN	Octubre	2016	2214
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	Octubre	2016	630
Cebolla junca	HORTALIZAS	MEDELLIN	Octubre	2016	829
Chocolo mazorca	HORTALIZAS	MEDELLIN	Octubre	2016	633
Habichuela	HORTALIZAS	MEDELLIN	Octubre	2016	1675
Lechuga Batavia	HORTALIZAS	MEDELLIN	Octubre	2016	641
Pepino cohombro	HORTALIZAS	MEDELLIN	Octubre	2016	1636
Pimenton	HORTALIZAS	MEDELLIN	Octubre	2016	2297
Remolacha	HORTALIZAS	MEDELLIN	Octubre	2016	771
Tomate	HORTALIZAS	MEDELLIN	Octubre	2016	1236
Zanahoria	HORTALIZAS	MEDELLIN	Octubre	2016	334
Aguacate	FRUTALES	MEDELLIN	Octubre	2016	1877
Banano	FRUTALES	MEDELLIN	Octubre	2016	1339
Coco	FRUTALES	MEDELLIN	Octubre	2016	4758
Granadilla	FRUTALES	MEDELLIN	Octubre	2016	2907
Guayaba pera	FRUTALES	MEDELLIN	Octubre	2016	941
Limon tahiti	FRUTALES	MEDELLIN	Octubre	2016	1881
Lulo	FRUTALES	MEDELLIN	Octubre	2016	2372
Mandarina	FRUTALES	MEDELLIN	Octubre	2016	1312
Mango Tommy	FRUTALES	MEDELLIN	Octubre	2016	2543
Manzana verde importada	FRUTALES	MEDELLIN	Octubre	2016	4353
Maracuya	FRUTALES	MEDELLIN	Octubre	2016	1732
Mora de Castilla	FRUTALES	MEDELLIN	Octubre	2016	1556
Naranja Valencia	FRUTALES	MEDELLIN	Octubre	2016	1031
Papaya maradol	FRUTALES	MEDELLIN	Octubre	2016	1919
Pinha	FRUTALES	MEDELLIN	Octubre	2016	900
Tomate	HORTALIZAS	MEDELLIN	Octubre	2016	1299
Uva red globe nacional	FRUTALES	MEDELLIN	Octubre	2016	3649
Arracacha	TUBERCULOS	MEDELLIN	Octubre	2016	2136
Papa negra	TUBERCULOS	MEDELLIN	Octubre	2016	1516
Papa criolla	TUBERCULOS	MEDELLIN	Octubre	2016	1243
Platano harton verde	TUBERCULOS	MEDELLIN	Octubre	2016	1828
Yuca	TUBERCULOS	MEDELLIN	Octubre	2016	1287
Arroz de primera	GRANOS	MEDELLIN	Octubre	2016	2760
Arveja verde seca importada	GRANOS	MEDELLIN	Octubre	2016	2328
Frijol seco	GRANOS	MEDELLIN	Octubre	2016	4333
Garbanzo importado	GRANOS	MEDELLIN	Octubre	2016	3925
Lenteja importada	GRANOS	MEDELLIN	Octubre	2016	4445
Maiz amarillo	GRANOS	MEDELLIN	Octubre	2016	1400
Ahuyama	HORTALIZAS	PEREIRA	Octubre	2016	725
Apio	HORTALIZAS	PEREIRA	Octubre	2016	1441
Arveja verde en vaina	HORTALIZAS	PEREIRA	Octubre	2016	1778
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	Octubre	2016	530
Cebolla junca	HORTALIZAS	PEREIRA	Octubre	2016	450
Chocolo mazorca	HORTALIZAS	PEREIRA	Octubre	2016	NA
Habichuela	HORTALIZAS	PEREIRA	Octubre	2016	1625
Lechuga Batavia	HORTALIZAS	PEREIRA	Octubre	2016	1090
Pepino cohombro	HORTALIZAS	PEREIRA	Octubre	2016	1564
Pimenton	HORTALIZAS	PEREIRA	Octubre	2016	2205
Remolacha	HORTALIZAS	PEREIRA	Octubre	2016	NA
Tomate	HORTALIZAS	PEREIRA	Octubre	2016	980
Zanahoria	HORTALIZAS	PEREIRA	Octubre	2016	805
Aguacate	FRUTALES	PEREIRA	Octubre	2016	4117
Banano	FRUTALES	PEREIRA	Octubre	2016	1246
Coco	FRUTALES	PEREIRA	Octubre	2016	2458
Granadilla	FRUTALES	PEREIRA	Octubre	2016	2750
Guayaba pera	FRUTALES	PEREIRA	Octubre	2016	1156
Limon tahiti	FRUTALES	PEREIRA	Octubre	2016	1704
Lulo	FRUTALES	PEREIRA	Octubre	2016	2717
Mandarina	FRUTALES	PEREIRA	Octubre	2016	1154
Mango Tommy	FRUTALES	PEREIRA	Octubre	2016	2319
Manzana verde importada	FRUTALES	PEREIRA	Octubre	2016	4384
Maracuya	FRUTALES	PEREIRA	Octubre	2016	2168
Mora de Castilla	FRUTALES	PEREIRA	Octubre	2016	1825
Naranja Valencia	FRUTALES	PEREIRA	Octubre	2016	577
Papaya maradol	FRUTALES	PEREIRA	Octubre	2016	1435
Pinha	FRUTALES	PEREIRA	Octubre	2016	1431
Tomate	HORTALIZAS	PEREIRA	Octubre	2016	1605
Uva red globe nacional	FRUTALES	PEREIRA	Octubre	2016	3863
Arracacha	TUBERCULOS	PEREIRA	Octubre	2016	2300
Papa negra	TUBERCULOS	PEREIRA	Octubre	2016	479
Papa criolla	TUBERCULOS	PEREIRA	Octubre	2016	1310
Platano harton verde	TUBERCULOS	PEREIRA	Octubre	2016	1550
Yuca	TUBERCULOS	PEREIRA	Octubre	2016	1040
Arroz de primera	GRANOS	PEREIRA	Octubre	2016	2852
Arveja verde seca importada	GRANOS	PEREIRA	Octubre	2016	1974
Frijol seco	GRANOS	PEREIRA	Octubre	2016	4791
Garbanzo importado	GRANOS	PEREIRA	Octubre	2016	4861
Lenteja importada	GRANOS	PEREIRA	Octubre	2016	4994
Ahuyama	HORTALIZAS	BARRANQUILLA	Octubre	2016	640
Apio	HORTALIZAS	BARRANQUILLA	Octubre	2016	1240
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	Octubre	2016	4925
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	Octubre	2016	567
Cebolla junca	HORTALIZAS	BARRANQUILLA	Octubre	2016	1024
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	Octubre	2016	841
Habichuela	HORTALIZAS	BARRANQUILLA	Octubre	2016	2258
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	Octubre	2016	1163
Pepino cohombro	HORTALIZAS	BARRANQUILLA	Octubre	2016	1771
Pimenton	HORTALIZAS	BARRANQUILLA	Octubre	2016	1476
Remolacha	HORTALIZAS	BARRANQUILLA	Octubre	2016	751
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2016	1387
Zanahoria	HORTALIZAS	BARRANQUILLA	Octubre	2016	759
Aguacate	FRUTALES	BARRANQUILLA	Octubre	2016	4323
Banano	FRUTALES	BARRANQUILLA	Octubre	2016	524
Coco	FRUTALES	BARRANQUILLA	Octubre	2016	2027
Granadilla	FRUTALES	BARRANQUILLA	Octubre	2016	5564
Guayaba pera	FRUTALES	BARRANQUILLA	Octubre	2016	1608
Limon tahiti	FRUTALES	BARRANQUILLA	Octubre	2016	1239
Lulo	FRUTALES	BARRANQUILLA	Octubre	2016	3980
Mandarina	FRUTALES	BARRANQUILLA	Octubre	2016	1565
Mango Tommy	FRUTALES	BARRANQUILLA	Octubre	2016	NA
Manzana verde importada	FRUTALES	BARRANQUILLA	Octubre	2016	5067
Maracuya	FRUTALES	BARRANQUILLA	Octubre	2016	2728
Mora de Castilla	FRUTALES	BARRANQUILLA	Octubre	2016	2570
Naranja Valencia	FRUTALES	BARRANQUILLA	Octubre	2016	905
Papaya maradol	FRUTALES	BARRANQUILLA	Octubre	2016	2113
Pinha	FRUTALES	BARRANQUILLA	Octubre	2016	1035
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2016	1504
Uva red globe nacional	FRUTALES	BARRANQUILLA	Octubre	2016	3953
Arracacha	TUBERCULOS	BARRANQUILLA	Octubre	2016	NA
Papa negra	TUBERCULOS	BARRANQUILLA	Octubre	2016	499
Papa criolla	TUBERCULOS	BARRANQUILLA	Octubre	2016	1461
Platano harton verde	TUBERCULOS	BARRANQUILLA	Octubre	2016	1141
Yuca	TUBERCULOS	BARRANQUILLA	Octubre	2016	736
Arroz de primera	GRANOS	BARRANQUILLA	Octubre	2016	2689
Arveja verde seca importada	GRANOS	BARRANQUILLA	Octubre	2016	1983
Frijol seco	GRANOS	BARRANQUILLA	Octubre	2016	4922
Garbanzo importado	GRANOS	BARRANQUILLA	Octubre	2016	NA
Lenteja importada	GRANOS	BARRANQUILLA	Octubre	2016	5293
Maiz amarillo	GRANOS	BARRANQUILLA	Octubre	2016	1603
Ahuyama	HORTALIZAS	BOGOTA	Octubre	2016	880
Apio	HORTALIZAS	BOGOTA	Octubre	2016	477
Arveja verde en vaina	HORTALIZAS	BOGOTA	Octubre	2016	2969
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	Octubre	2016	456
Cebolla junca	HORTALIZAS	BOGOTA	Octubre	2016	961
Chocolo mazorca	HORTALIZAS	BOGOTA	Octubre	2016	714
Habichuela	HORTALIZAS	BOGOTA	Octubre	2016	1641
Lechuga Batavia	HORTALIZAS	BOGOTA	Octubre	2016	906
Pepino cohombro	HORTALIZAS	BOGOTA	Octubre	2016	2115
Pimenton	HORTALIZAS	BOGOTA	Octubre	2016	3270
Remolacha	HORTALIZAS	BOGOTA	Octubre	2016	456
Tomate	HORTALIZAS	BOGOTA	Octubre	2016	1161
Zanahoria	HORTALIZAS	BOGOTA	Octubre	2016	900
Aguacate	FRUTALES	BOGOTA	Octubre	2016	4149
Banano	FRUTALES	BOGOTA	Octubre	2016	1986
Coco	FRUTALES	BOGOTA	Octubre	2016	3250
Granadilla	FRUTALES	BOGOTA	Octubre	2016	2964
Guayaba pera	FRUTALES	BOGOTA	Octubre	2016	1582
Limon tahiti	FRUTALES	BOGOTA	Octubre	2016	2049
Lulo	FRUTALES	BOGOTA	Octubre	2016	2652
Mandarina	FRUTALES	BOGOTA	Octubre	2016	2406
Mango Tommy	FRUTALES	BOGOTA	Octubre	2016	3469
Manzana verde importada	FRUTALES	BOGOTA	Octubre	2016	4646
Maracuya	FRUTALES	BOGOTA	Octubre	2016	3108
Mora de Castilla	FRUTALES	BOGOTA	Octubre	2016	2210
Naranja Valencia	FRUTALES	BOGOTA	Octubre	2016	1134
Papaya maradol	FRUTALES	BOGOTA	Octubre	2016	1667
Pinha	FRUTALES	BOGOTA	Octubre	2016	773
Tomate	HORTALIZAS	BOGOTA	Octubre	2016	1799
Uva red globe nacional	FRUTALES	BOGOTA	Octubre	2016	3559
Arracacha	TUBERCULOS	BOGOTA	Octubre	2016	2353
Papa negra	TUBERCULOS	BOGOTA	Octubre	2016	708
Papa criolla	TUBERCULOS	BOGOTA	Octubre	2016	1681
Platano harton verde	TUBERCULOS	BOGOTA	Octubre	2016	2096
Yuca	TUBERCULOS	BOGOTA	Octubre	2016	1291
Arroz de primera	GRANOS	BOGOTA	Octubre	2016	2409
Arveja verde seca importada	GRANOS	BOGOTA	Octubre	2016	2056
Frijol seco	GRANOS	BOGOTA	Octubre	2016	3924
Garbanzo importado	GRANOS	BOGOTA	Octubre	2016	6433
Lenteja importada	GRANOS	BOGOTA	Octubre	2016	5155
Maiz amarillo	GRANOS	BOGOTA	Octubre	2016	NA
Ahuyama	HORTALIZAS	BUCARAMANGA	Octubre	2016	425
Apio	HORTALIZAS	BUCARAMANGA	Octubre	2016	1078
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	Octubre	2016	2126
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	Octubre	2016	466
Cebolla junca	HORTALIZAS	BUCARAMANGA	Octubre	2016	691
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	Octubre	2016	802
Habichuela	HORTALIZAS	BUCARAMANGA	Octubre	2016	1821
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	Octubre	2016	896
Pepino cohombro	HORTALIZAS	BUCARAMANGA	Octubre	2016	1249
Pimenton	HORTALIZAS	BUCARAMANGA	Octubre	2016	1777
Remolacha	HORTALIZAS	BUCARAMANGA	Octubre	2016	659
Tomate	HORTALIZAS	BUCARAMANGA	Octubre	2016	1189
Zanahoria	HORTALIZAS	BUCARAMANGA	Octubre	2016	641
Aguacate	FRUTALES	BUCARAMANGA	Octubre	2016	4262
Banano	FRUTALES	BUCARAMANGA	Octubre	2016	1672
Coco	FRUTALES	BUCARAMANGA	Octubre	2016	4000
Granadilla	FRUTALES	BUCARAMANGA	Octubre	2016	3049
Guayaba pera	FRUTALES	BUCARAMANGA	Octubre	2016	728
Limon tahiti	FRUTALES	BUCARAMANGA	Octubre	2016	1340
Lulo	FRUTALES	BUCARAMANGA	Octubre	2016	2636
Mandarina	FRUTALES	BUCARAMANGA	Octubre	2016	1297
Mango Tommy	FRUTALES	BUCARAMANGA	Octubre	2016	3027
Manzana verde importada	FRUTALES	BUCARAMANGA	Octubre	2016	3941
Maracuya	FRUTALES	BUCARAMANGA	Octubre	2016	2193
Mora de Castilla	FRUTALES	BUCARAMANGA	Octubre	2016	2150
Naranja Valencia	FRUTALES	BUCARAMANGA	Octubre	2016	507
Papaya maradol	FRUTALES	BUCARAMANGA	Octubre	2016	1117
Pinha	FRUTALES	BUCARAMANGA	Octubre	2016	729
Tomate	HORTALIZAS	BUCARAMANGA	Octubre	2016	1529
Uva red globe nacional	FRUTALES	BUCARAMANGA	Octubre	2016	3084
Arracacha	TUBERCULOS	BUCARAMANGA	Octubre	2016	1722
Papa negra	TUBERCULOS	BUCARAMANGA	Octubre	2016	643
Papa criolla	TUBERCULOS	BUCARAMANGA	Octubre	2016	1307
Platano harton verde	TUBERCULOS	BUCARAMANGA	Octubre	2016	2009
Yuca	TUBERCULOS	BUCARAMANGA	Octubre	2016	1074
Arroz de primera	GRANOS	BUCARAMANGA	Octubre	2016	2950
Arveja verde seca importada	GRANOS	BUCARAMANGA	Octubre	2016	1878
Frijol seco	GRANOS	BUCARAMANGA	Octubre	2016	4400
Garbanzo importado	GRANOS	BUCARAMANGA	Octubre	2016	5400
Lenteja importada	GRANOS	BUCARAMANGA	Octubre	2016	4788
Maiz amarillo	GRANOS	BUCARAMANGA	Octubre	2016	NA
Ahuyama	HORTALIZAS	CARTAGENA	Octubre	2016	571
Apio	HORTALIZAS	CARTAGENA	Octubre	2016	1429
Arveja verde en vaina	HORTALIZAS	CARTAGENA	Octubre	2016	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	Octubre	2016	666
Cebolla junca	HORTALIZAS	CARTAGENA	Octubre	2016	903
Chocolo mazorca	HORTALIZAS	CARTAGENA	Octubre	2016	813
Habichuela	HORTALIZAS	CARTAGENA	Octubre	2016	2447
Lechuga Batavia	HORTALIZAS	CARTAGENA	Octubre	2016	1000
Pepino cohombro	HORTALIZAS	CARTAGENA	Octubre	2016	1309
Pimenton	HORTALIZAS	CARTAGENA	Octubre	2016	1667
Remolacha	HORTALIZAS	CARTAGENA	Octubre	2016	731
Tomate	HORTALIZAS	CARTAGENA	Octubre	2016	1741
Zanahoria	HORTALIZAS	CARTAGENA	Octubre	2016	728
Aguacate	FRUTALES	CARTAGENA	Octubre	2016	3054
Banano	FRUTALES	CARTAGENA	Octubre	2016	NA
Coco	FRUTALES	CARTAGENA	Octubre	2016	1987
Granadilla	FRUTALES	CARTAGENA	Octubre	2016	3217
Guayaba pera	FRUTALES	CARTAGENA	Octubre	2016	1671
Limon tahiti	FRUTALES	CARTAGENA	Octubre	2016	1900
Lulo	FRUTALES	CARTAGENA	Octubre	2016	4000
Mandarina	FRUTALES	CARTAGENA	Octubre	2016	1892
Mango Tommy	FRUTALES	CARTAGENA	Octubre	2016	NA
Manzana verde importada	FRUTALES	CARTAGENA	Octubre	2016	4283
Maracuya	FRUTALES	CARTAGENA	Octubre	2016	2719
Mora de Castilla	FRUTALES	CARTAGENA	Octubre	2016	2000
Naranja Valencia	FRUTALES	CARTAGENA	Octubre	2016	931
Papaya maradol	FRUTALES	CARTAGENA	Octubre	2016	1750
Pinha	FRUTALES	CARTAGENA	Octubre	2016	1200
Tomate	HORTALIZAS	CARTAGENA	Octubre	2016	1482
Uva red globe nacional	FRUTALES	CARTAGENA	Octubre	2016	5405
Arracacha	TUBERCULOS	CARTAGENA	Octubre	2016	NA
Papa negra	TUBERCULOS	CARTAGENA	Octubre	2016	468
Papa criolla	TUBERCULOS	CARTAGENA	Octubre	2016	1594
Platano harton verde	TUBERCULOS	CARTAGENA	Octubre	2016	1952
Yuca	TUBERCULOS	CARTAGENA	Octubre	2016	625
Arroz de primera	GRANOS	CARTAGENA	Octubre	2016	2772
Arveja verde seca importada	GRANOS	CARTAGENA	Octubre	2016	2269
Frijol seco	GRANOS	CARTAGENA	Octubre	2016	5425
Garbanzo importado	GRANOS	CARTAGENA	Octubre	2016	NA
Lenteja importada	GRANOS	CARTAGENA	Octubre	2016	5200
Maiz amarillo	GRANOS	CARTAGENA	Octubre	2016	1728
Ahuyama	HORTALIZAS	CALI	Octubre	2016	541
Apio	HORTALIZAS	CALI	Octubre	2016	710
Arveja verde en vaina	HORTALIZAS	CALI	Octubre	2016	1656
Cebolla cabezona blanca	HORTALIZAS	CALI	Octubre	2016	439
Cebolla junca	HORTALIZAS	CALI	Octubre	2016	586
Chocolo mazorca	HORTALIZAS	CALI	Octubre	2016	641
Habichuela	HORTALIZAS	CALI	Octubre	2016	1681
Lechuga Batavia	HORTALIZAS	CALI	Octubre	2016	422
Pepino cohombro	HORTALIZAS	CALI	Octubre	2016	1027
Pimenton	HORTALIZAS	CALI	Octubre	2016	1797
Remolacha	HORTALIZAS	CALI	Octubre	2016	553
Tomate	HORTALIZAS	CALI	Octubre	2016	899
Zanahoria	HORTALIZAS	CALI	Octubre	2016	683
Aguacate	FRUTALES	CALI	Octubre	2016	3983
Banano	FRUTALES	CALI	Octubre	2016	1155
Coco	FRUTALES	CALI	Octubre	2016	1842
Granadilla	FRUTALES	CALI	Octubre	2016	2617
Guayaba pera	FRUTALES	CALI	Octubre	2016	1254
Limon tahiti	FRUTALES	CALI	Octubre	2016	1479
Lulo	FRUTALES	CALI	Octubre	2016	2585
Mandarina	FRUTALES	CALI	Octubre	2016	1828
Mango Tommy	FRUTALES	CALI	Octubre	2016	2393
Manzana verde importada	FRUTALES	CALI	Octubre	2016	4422
Maracuya	FRUTALES	CALI	Octubre	2016	2482
Mora de Castilla	FRUTALES	CALI	Octubre	2016	1998
Naranja Valencia	FRUTALES	CALI	Octubre	2016	515
Papaya maradol	FRUTALES	CALI	Octubre	2016	1172
Pinha	FRUTALES	CALI	Octubre	2016	845
Tomate	HORTALIZAS	CALI	Octubre	2016	1342
Uva red globe nacional	FRUTALES	CALI	Octubre	2016	3545
Arracacha	TUBERCULOS	CALI	Octubre	2016	2066
Papa negra	TUBERCULOS	CALI	Octubre	2016	NA
Papa criolla	TUBERCULOS	CALI	Octubre	2016	937
Platano harton verde	TUBERCULOS	CALI	Octubre	2016	1628
Yuca	TUBERCULOS	CALI	Octubre	2016	1067
Arroz de primera	GRANOS	CALI	Octubre	2016	2759
Arveja verde seca importada	GRANOS	CALI	Octubre	2016	2707
Frijol seco	GRANOS	CALI	Octubre	2016	4075
Garbanzo importado	GRANOS	CALI	Octubre	2016	NA
Lenteja importada	GRANOS	CALI	Octubre	2016	5288
Maiz amarillo	GRANOS	CALI	Octubre	2016	1572
Ahuyama	HORTALIZAS	CUCUTA	Octubre	2016	623
Apio	HORTALIZAS	CUCUTA	Octubre	2016	1019
Arveja verde en vaina	HORTALIZAS	CUCUTA	Octubre	2016	2256
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	Octubre	2016	396
Cebolla junca	HORTALIZAS	CUCUTA	Octubre	2016	719
Chocolo mazorca	HORTALIZAS	CUCUTA	Octubre	2016	765
Habichuela	HORTALIZAS	CUCUTA	Octubre	2016	1902
Lechuga Batavia	HORTALIZAS	CUCUTA	Octubre	2016	844
Pepino cohombro	HORTALIZAS	CUCUTA	Octubre	2016	1176
Pimenton	HORTALIZAS	CUCUTA	Octubre	2016	1548
Remolacha	HORTALIZAS	CUCUTA	Octubre	2016	666
Tomate	HORTALIZAS	CUCUTA	Octubre	2016	1242
Zanahoria	HORTALIZAS	CUCUTA	Octubre	2016	547
Aguacate	FRUTALES	CUCUTA	Octubre	2016	4000
Banano	FRUTALES	CUCUTA	Octubre	2016	1470
Coco	FRUTALES	CUCUTA	Octubre	2016	NA
Granadilla	FRUTALES	CUCUTA	Octubre	2016	2507
Guayaba pera	FRUTALES	CUCUTA	Octubre	2016	1101
Limon tahiti	FRUTALES	CUCUTA	Octubre	2016	1514
Lulo	FRUTALES	CUCUTA	Octubre	2016	3767
Mandarina	FRUTALES	CUCUTA	Octubre	2016	1259
Mango Tommy	FRUTALES	CUCUTA	Octubre	2016	2233
Manzana verde importada	FRUTALES	CUCUTA	Octubre	2016	4221
Maracuya	FRUTALES	CUCUTA	Octubre	2016	2792
Mora de Castilla	FRUTALES	CUCUTA	Octubre	2016	1828
Naranja Valencia	FRUTALES	CUCUTA	Octubre	2016	715
Papaya maradol	FRUTALES	CUCUTA	Octubre	2016	1156
Pinha	FRUTALES	CUCUTA	Octubre	2016	870
Tomate	HORTALIZAS	CUCUTA	Octubre	2016	1822
Uva red globe nacional	FRUTALES	CUCUTA	Octubre	2016	NA
Arracacha	TUBERCULOS	CUCUTA	Octubre	2016	1991
Papa negra	TUBERCULOS	CUCUTA	Octubre	2016	559
Papa criolla	TUBERCULOS	CUCUTA	Octubre	2016	1230
Platano harton verde	TUBERCULOS	CUCUTA	Octubre	2016	1704
Yuca	TUBERCULOS	CUCUTA	Octubre	2016	939
Arroz de primera	GRANOS	CUCUTA	Octubre	2016	2867
Arveja verde seca importada	GRANOS	CUCUTA	Octubre	2016	2208
Frijol seco	GRANOS	CUCUTA	Octubre	2016	8625
Garbanzo importado	GRANOS	CUCUTA	Octubre	2016	5614
Lenteja importada	GRANOS	CUCUTA	Octubre	2016	5233
Maiz amarillo	GRANOS	CUCUTA	Octubre	2016	NA
Ahuyama	HORTALIZAS	MEDELLIN	Octubre	2016	550
Apio	HORTALIZAS	MEDELLIN	Octubre	2016	611
Arveja verde en vaina	HORTALIZAS	MEDELLIN	Octubre	2016	2214
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	Octubre	2016	630
Cebolla junca	HORTALIZAS	MEDELLIN	Octubre	2016	829
Chocolo mazorca	HORTALIZAS	MEDELLIN	Octubre	2016	633
Habichuela	HORTALIZAS	MEDELLIN	Octubre	2016	1675
Lechuga Batavia	HORTALIZAS	MEDELLIN	Octubre	2016	641
Pepino cohombro	HORTALIZAS	MEDELLIN	Octubre	2016	1636
Pimenton	HORTALIZAS	MEDELLIN	Octubre	2016	2297
Remolacha	HORTALIZAS	MEDELLIN	Octubre	2016	771
Tomate	HORTALIZAS	MEDELLIN	Octubre	2016	1236
Zanahoria	HORTALIZAS	MEDELLIN	Octubre	2016	334
Aguacate	FRUTALES	MEDELLIN	Octubre	2016	1877
Banano	FRUTALES	MEDELLIN	Octubre	2016	1339
Coco	FRUTALES	MEDELLIN	Octubre	2016	4758
Granadilla	FRUTALES	MEDELLIN	Octubre	2016	2907
Guayaba pera	FRUTALES	MEDELLIN	Octubre	2016	941
Limon tahiti	FRUTALES	MEDELLIN	Octubre	2016	1881
Lulo	FRUTALES	MEDELLIN	Octubre	2016	2372
Mandarina	FRUTALES	MEDELLIN	Octubre	2016	1312
Mango Tommy	FRUTALES	MEDELLIN	Octubre	2016	2543
Manzana verde importada	FRUTALES	MEDELLIN	Octubre	2016	4353
Maracuya	FRUTALES	MEDELLIN	Octubre	2016	1732
Mora de Castilla	FRUTALES	MEDELLIN	Octubre	2016	1556
Naranja Valencia	FRUTALES	MEDELLIN	Octubre	2016	1031
Papaya maradol	FRUTALES	MEDELLIN	Octubre	2016	1919
Pinha	FRUTALES	MEDELLIN	Octubre	2016	900
Tomate	HORTALIZAS	MEDELLIN	Octubre	2016	1299
Uva red globe nacional	FRUTALES	MEDELLIN	Octubre	2016	3649
