culti	gr.culti	muni	mes	anho	precio
Arracacha	TUBERCULOS	MEDELLIN	Octubre	2016	2136
Papa negra	TUBERCULOS	MEDELLIN	Octubre	2016	1516
Papa criolla	TUBERCULOS	MEDELLIN	Octubre	2016	1243
Platano harton verde	TUBERCULOS	MEDELLIN	Octubre	2016	1828
Yuca	TUBERCULOS	MEDELLIN	Octubre	2016	1287
Arroz de primera	GRANOS	MEDELLIN	Octubre	2016	2760
Arveja verde seca importada	GRANOS	MEDELLIN	Octubre	2016	2328
Frijol seco	GRANOS	MEDELLIN	Octubre	2016	4333
Garbanzo importado	GRANOS	MEDELLIN	Octubre	2016	3925
Lenteja importada	GRANOS	MEDELLIN	Octubre	2016	4445
Maiz amarillo	GRANOS	MEDELLIN	Octubre	2016	1400
Ahuyama	HORTALIZAS	PEREIRA	Octubre	2016	725
Apio	HORTALIZAS	PEREIRA	Octubre	2016	1441
Arveja verde en vaina	HORTALIZAS	PEREIRA	Octubre	2016	1778
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	Octubre	2016	530
Cebolla junca	HORTALIZAS	PEREIRA	Octubre	2016	450
Chocolo mazorca	HORTALIZAS	PEREIRA	Octubre	2016	NA
Habichuela	HORTALIZAS	PEREIRA	Octubre	2016	1625
Lechuga Batavia	HORTALIZAS	PEREIRA	Octubre	2016	1090
Pepino cohombro	HORTALIZAS	PEREIRA	Octubre	2016	1564
Pimenton	HORTALIZAS	PEREIRA	Octubre	2016	2205
Remolacha	HORTALIZAS	PEREIRA	Octubre	2016	NA
Tomate	HORTALIZAS	PEREIRA	Octubre	2016	980
Zanahoria	HORTALIZAS	PEREIRA	Octubre	2016	805
Aguacate	FRUTALES	PEREIRA	Octubre	2016	4117
Banano	FRUTALES	PEREIRA	Octubre	2016	1246
Coco	FRUTALES	PEREIRA	Octubre	2016	2458
Granadilla	FRUTALES	PEREIRA	Octubre	2016	2750
Guayaba pera	FRUTALES	PEREIRA	Octubre	2016	1156
Limon tahiti	FRUTALES	PEREIRA	Octubre	2016	1704
Lulo	FRUTALES	PEREIRA	Octubre	2016	2717
Mandarina	FRUTALES	PEREIRA	Octubre	2016	1154
Mango Tommy	FRUTALES	PEREIRA	Octubre	2016	2319
Manzana verde importada	FRUTALES	PEREIRA	Octubre	2016	4384
Maracuya	FRUTALES	PEREIRA	Octubre	2016	2168
Mora de Castilla	FRUTALES	PEREIRA	Octubre	2016	1825
Naranja Valencia	FRUTALES	PEREIRA	Octubre	2016	577
Papaya maradol	FRUTALES	PEREIRA	Octubre	2016	1435
Pinha	FRUTALES	PEREIRA	Octubre	2016	1431
Tomate	HORTALIZAS	PEREIRA	Octubre	2016	1605
Uva red globe nacional	FRUTALES	PEREIRA	Octubre	2016	3863
Arracacha	TUBERCULOS	PEREIRA	Octubre	2016	2300
Papa negra	TUBERCULOS	PEREIRA	Octubre	2016	479
Papa criolla	TUBERCULOS	PEREIRA	Octubre	2016	1310
Platano harton verde	TUBERCULOS	PEREIRA	Octubre	2016	1550
Yuca	TUBERCULOS	PEREIRA	Octubre	2016	1040
Arroz de primera	GRANOS	PEREIRA	Octubre	2016	2852
Arveja verde seca importada	GRANOS	PEREIRA	Octubre	2016	1974
Frijol seco	GRANOS	PEREIRA	Octubre	2016	4791
Garbanzo importado	GRANOS	PEREIRA	Octubre	2016	4861
Lenteja importada	GRANOS	PEREIRA	Octubre	2016	4994
Maiz amarillo	GRANOS	PEREIRA	Octubre	2016	1422
Ahuyama	HORTALIZAS	BARRANQUILLA	Octubre	2017	623
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	Octubre	2017	5150
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	Octubre	2017	1360
Cebolla junca	HORTALIZAS	BARRANQUILLA	Octubre	2017	1640
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	Octubre	2017	807
Habichuela	HORTALIZAS	BARRANQUILLA	Octubre	2017	2053
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	Octubre	2017	1212
Pepino cohombro	HORTALIZAS	BARRANQUILLA	Octubre	2017	1590
Pimenton	HORTALIZAS	BARRANQUILLA	Octubre	2017	1704
Remolacha	HORTALIZAS	BARRANQUILLA	Octubre	2017	1271
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2017	1256
Zanahoria	HORTALIZAS	BARRANQUILLA	Octubre	2017	1159
Aguacate	FRUTALES	BARRANQUILLA	Octubre	2017	4114
Banano	FRUTALES	BARRANQUILLA	Octubre	2017	334
Coco	FRUTALES	BARRANQUILLA	Octubre	2017	3066
Granadilla	FRUTALES	BARRANQUILLA	Octubre	2017	NA
Guayaba pera	FRUTALES	BARRANQUILLA	Octubre	2017	1779
Limon tahiti	FRUTALES	BARRANQUILLA	Octubre	2017	2973
Lulo	FRUTALES	BARRANQUILLA	Octubre	2017	3579
Mandarina	FRUTALES	BARRANQUILLA	Octubre	2017	1587
Mango Tommy	FRUTALES	BARRANQUILLA	Octubre	2017	NA
Manzana verde importada	FRUTALES	BARRANQUILLA	Octubre	2017	6236
Maracuya	FRUTALES	BARRANQUILLA	Octubre	2017	2519
Mora de Castilla	FRUTALES	BARRANQUILLA	Octubre	2017	2814
Naranja Valencia	FRUTALES	BARRANQUILLA	Octubre	2017	949
Papaya maradol	FRUTALES	BARRANQUILLA	Octubre	2017	NA
Pinha	FRUTALES	BARRANQUILLA	Octubre	2017	1043
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2017	1592
Uva red globe nacional	FRUTALES	BARRANQUILLA	Octubre	2017	4057
Arracacha	FRUTALES	BARRANQUILLA	Octubre	2017	NA
Papa negra	TUBERCULOS	BARRANQUILLA	Octubre	2017	839
Papa criolla	TUBERCULOS	BARRANQUILLA	Octubre	2017	1933
Platano harton verde	TUBERCULOS	BARRANQUILLA	Octubre	2017	1058
Yuca	TUBERCULOS	BARRANQUILLA	Octubre	2017	713
Arroz de primera	TUBERCULOS	BARRANQUILLA	Octubre	2017	2197
Arveja verde seca importada	GRANOS	BARRANQUILLA	Octubre	2017	1684
Frijol seco	GRANOS	BARRANQUILLA	Octubre	2017	4158
Garbanzo importado	GRANOS	BARRANQUILLA	Octubre	2017	NA
Lenteja importada	GRANOS	BARRANQUILLA	Octubre	2017	3544
Maiz amarillo	GRANOS	BARRANQUILLA	Octubre	2017	1598
Ahuyama	HORTALIZAS	BOGOTA	Octubre	2017	1257
Arveja verde en vaina	HORTALIZAS	BOGOTA	Octubre	2017	2342
Cebolla cabezona blanca	HORTALIZAS	BOGOTA	Octubre	2017	1207
Cebolla junca	HORTALIZAS	BOGOTA	Octubre	2017	1343
Chocolo mazorca	HORTALIZAS	BOGOTA	Octubre	2017	1053
Habichuela	HORTALIZAS	BOGOTA	Octubre	2017	1667
Lechuga Batavia	HORTALIZAS	BOGOTA	Octubre	2017	754
Pepino cohombro	HORTALIZAS	BOGOTA	Octubre	2017	1944
Pimenton	HORTALIZAS	BOGOTA	Octubre	2017	1889
Remolacha	HORTALIZAS	BOGOTA	Octubre	2017	971
Tomate	HORTALIZAS	BOGOTA	Octubre	2017	1325
Zanahoria	HORTALIZAS	BOGOTA	Octubre	2017	1123
Aguacate	FRUTALES	BOGOTA	Octubre	2017	4547
Banano	FRUTALES	BOGOTA	Octubre	2017	1387
Coco	FRUTALES	BOGOTA	Octubre	2017	3393
Granadilla	FRUTALES	BOGOTA	Octubre	2017	3136
Guayaba pera	FRUTALES	BOGOTA	Octubre	2017	1266
Limon tahiti	FRUTALES	BOGOTA	Octubre	2017	2952
Lulo	FRUTALES	BOGOTA	Octubre	2017	2356
Mandarina	FRUTALES	BOGOTA	Octubre	2017	1983
Mango Tommy	FRUTALES	BOGOTA	Octubre	2017	4383
Manzana verde importada	FRUTALES	BOGOTA	Octubre	2017	6169
Maracuya	FRUTALES	BOGOTA	Octubre	2017	2702
Mora de Castilla	FRUTALES	BOGOTA	Octubre	2017	2293
Naranja Valencia	FRUTALES	BOGOTA	Octubre	2017	1064
Papaya maradol	FRUTALES	BOGOTA	Octubre	2017	1340
Pinha	FRUTALES	BOGOTA	Octubre	2017	783
Tomate	HORTALIZAS	BOGOTA	Octubre	2017	1638
Uva red globe nacional	FRUTALES	BOGOTA	Octubre	2017	3762
Arracacha	FRUTALES	BOGOTA	Octubre	2017	1642
Papa negra	TUBERCULOS	BOGOTA	Octubre	2017	1095
Papa criolla	TUBERCULOS	BOGOTA	Octubre	2017	2224
Platano harton verde	TUBERCULOS	BOGOTA	Octubre	2017	1129
Yuca	TUBERCULOS	BOGOTA	Octubre	2017	815
Arroz de primera	TUBERCULOS	BOGOTA	Octubre	2017	2047
Arveja verde seca importada	GRANOS	BOGOTA	Octubre	2017	1861
Frijol seco	GRANOS	BOGOTA	Octubre	2017	6416
Garbanzo importado	GRANOS	BOGOTA	Octubre	2017	6799
Lenteja importada	GRANOS	BOGOTA	Octubre	2017	3944
Maiz amarillo	GRANOS	BOGOTA	Octubre	2017	NA
Ahuyama	HORTALIZAS	BUCARAMANGA	Octubre	2017	776
Arveja verde en vaina	HORTALIZAS	BUCARAMANGA	Octubre	2017	1759
Cebolla cabezona blanca	HORTALIZAS	BUCARAMANGA	Octubre	2017	1174
Cebolla junca	HORTALIZAS	BUCARAMANGA	Octubre	2017	1260
Chocolo mazorca	HORTALIZAS	BUCARAMANGA	Octubre	2017	961
Habichuela	HORTALIZAS	BUCARAMANGA	Octubre	2017	1566
Lechuga Batavia	HORTALIZAS	BUCARAMANGA	Octubre	2017	930
Pepino cohombro	HORTALIZAS	BUCARAMANGA	Octubre	2017	1123
Pimenton	HORTALIZAS	BUCARAMANGA	Octubre	2017	1797
Remolacha	HORTALIZAS	BUCARAMANGA	Octubre	2017	1143
Tomate	HORTALIZAS	BUCARAMANGA	Octubre	2017	1169
Zanahoria	HORTALIZAS	BUCARAMANGA	Octubre	2017	923
Aguacate	FRUTALES	BUCARAMANGA	Octubre	2017	4000
Banano	FRUTALES	BUCARAMANGA	Octubre	2017	1601
Coco	FRUTALES	BUCARAMANGA	Octubre	2017	4389
Granadilla	FRUTALES	BUCARAMANGA	Octubre	2017	3307
Guayaba pera	FRUTALES	BUCARAMANGA	Octubre	2017	521
Limon tahiti	FRUTALES	BUCARAMANGA	Octubre	2017	2254
Lulo	FRUTALES	BUCARAMANGA	Octubre	2017	2627
Mandarina	FRUTALES	BUCARAMANGA	Octubre	2017	1375
Mango Tommy	FRUTALES	BUCARAMANGA	Octubre	2017	4164
Manzana verde importada	FRUTALES	BUCARAMANGA	Octubre	2017	5121
Maracuya	FRUTALES	BUCARAMANGA	Octubre	2017	2223
Mora de Castilla	FRUTALES	BUCARAMANGA	Octubre	2017	1999
Naranja Valencia	FRUTALES	BUCARAMANGA	Octubre	2017	417
Papaya maradol	FRUTALES	BUCARAMANGA	Octubre	2017	1284
Pinha	FRUTALES	BUCARAMANGA	Octubre	2017	680
Tomate	HORTALIZAS	BUCARAMANGA	Octubre	2017	1534
Uva red globe nacional	FRUTALES	BUCARAMANGA	Octubre	2017	3650
Arracacha	FRUTALES	BUCARAMANGA	Octubre	2017	711
Papa negra	TUBERCULOS	BUCARAMANGA	Octubre	2017	1005
Papa criolla	TUBERCULOS	BUCARAMANGA	Octubre	2017	1844
Platano harton verde	TUBERCULOS	BUCARAMANGA	Octubre	2017	1286
Yuca	TUBERCULOS	BUCARAMANGA	Octubre	2017	757
Arroz de primera	TUBERCULOS	BUCARAMANGA	Octubre	2017	2437
Arveja verde seca importada	GRANOS	BUCARAMANGA	Octubre	2017	1670
Frijol seco	GRANOS	BUCARAMANGA	Octubre	2017	4000
Garbanzo importado	GRANOS	BUCARAMANGA	Octubre	2017	5540
Lenteja importada	GRANOS	BUCARAMANGA	Octubre	2017	3570
Maiz amarillo	GRANOS	BUCARAMANGA	Octubre	2017	NA
Ahuyama	HORTALIZAS	CARTAGENA	Octubre	2017	1221
Arveja verde en vaina	HORTALIZAS	CARTAGENA	Octubre	2017	NA
Cebolla cabezona blanca	HORTALIZAS	CARTAGENA	Octubre	2017	1406
Cebolla junca	HORTALIZAS	CARTAGENA	Octubre	2017	NA
Chocolo mazorca	HORTALIZAS	CARTAGENA	Octubre	2017	719
Habichuela	HORTALIZAS	CARTAGENA	Octubre	2017	1997
Lechuga Batavia	HORTALIZAS	CARTAGENA	Octubre	2017	995
Pepino cohombro	HORTALIZAS	CARTAGENA	Octubre	2017	1284
Pimenton	HORTALIZAS	CARTAGENA	Octubre	2017	2085
Remolacha	HORTALIZAS	CARTAGENA	Octubre	2017	1169
Tomate	HORTALIZAS	CARTAGENA	Octubre	2017	1708
Zanahoria	HORTALIZAS	CARTAGENA	Octubre	2017	1096
Aguacate	FRUTALES	CARTAGENA	Octubre	2017	3425
Banano	FRUTALES	CARTAGENA	Octubre	2017	NA
Coco	FRUTALES	CARTAGENA	Octubre	2017	2884
Granadilla	FRUTALES	CARTAGENA	Octubre	2017	3332
Guayaba pera	FRUTALES	CARTAGENA	Octubre	2017	1977
Limon tahiti	FRUTALES	CARTAGENA	Octubre	2017	2853
Lulo	FRUTALES	CARTAGENA	Octubre	2017	3388
Mandarina	FRUTALES	CARTAGENA	Octubre	2017	2166
Mango Tommy	FRUTALES	CARTAGENA	Octubre	2017	NA
Manzana verde importada	FRUTALES	CARTAGENA	Octubre	2017	5551
Maracuya	FRUTALES	CARTAGENA	Octubre	2017	2628
Mora de Castilla	FRUTALES	CARTAGENA	Octubre	2017	2351
Naranja Valencia	FRUTALES	CARTAGENA	Octubre	2017	974
Papaya maradol	FRUTALES	CARTAGENA	Octubre	2017	1875
Pinha	FRUTALES	CARTAGENA	Octubre	2017	1200
Tomate	HORTALIZAS	CARTAGENA	Octubre	2017	1918
Uva red globe nacional	FRUTALES	CARTAGENA	Octubre	2017	5396
Arracacha	FRUTALES	CARTAGENA	Octubre	2017	NA
Papa negra	TUBERCULOS	CARTAGENA	Octubre	2017	776
Papa criolla	TUBERCULOS	CARTAGENA	Octubre	2017	2350
Platano harton verde	TUBERCULOS	CARTAGENA	Octubre	2017	1416
Yuca	TUBERCULOS	CARTAGENA	Octubre	2017	588
Arroz de primera	TUBERCULOS	CARTAGENA	Octubre	2017	2256
Arveja verde seca importada	GRANOS	CARTAGENA	Octubre	2017	2050
Frijol seco	GRANOS	CARTAGENA	Octubre	2017	4450
Garbanzo importado	GRANOS	CARTAGENA	Octubre	2017	NA
Lenteja importada	GRANOS	CARTAGENA	Octubre	2017	3613
Maiz amarillo	GRANOS	CARTAGENA	Octubre	2017	1838
Ahuyama	HORTALIZAS	CALI	Octubre	2017	980
Arveja verde en vaina	HORTALIZAS	CALI	Octubre	2017	1412
Cebolla cabezona blanca	HORTALIZAS	CALI	Octubre	2017	1219
Cebolla junca	HORTALIZAS	CALI	Octubre	2017	973
Chocolo mazorca	HORTALIZAS	CALI	Octubre	2017	948
Habichuela	HORTALIZAS	CALI	Octubre	2017	1318
Lechuga Batavia	HORTALIZAS	CALI	Octubre	2017	504
Pepino cohombro	HORTALIZAS	CALI	Octubre	2017	1026
Pimenton	HORTALIZAS	CALI	Octubre	2017	1281
Remolacha	HORTALIZAS	CALI	Octubre	2017	1085
Tomate	HORTALIZAS	CALI	Octubre	2017	1018
Zanahoria	HORTALIZAS	CALI	Octubre	2017	1054
Aguacate	FRUTALES	CALI	Octubre	2017	4404
Banano	FRUTALES	CALI	Octubre	2017	967
Coco	FRUTALES	CALI	Octubre	2017	1939
Granadilla	FRUTALES	CALI	Octubre	2017	2945
Guayaba pera	FRUTALES	CALI	Octubre	2017	1283
Limon tahiti	FRUTALES	CALI	Octubre	2017	2140
Lulo	FRUTALES	CALI	Octubre	2017	2338
Mandarina	FRUTALES	CALI	Octubre	2017	1535
Mango Tommy	FRUTALES	CALI	Octubre	2017	3889
Manzana verde importada	FRUTALES	CALI	Octubre	2017	5973
Maracuya	FRUTALES	CALI	Octubre	2017	2476
Mora de Castilla	FRUTALES	CALI	Octubre	2017	1876
Naranja Valencia	FRUTALES	CALI	Octubre	2017	NA
Papaya maradol	FRUTALES	CALI	Octubre	2017	1398
Pinha	FRUTALES	CALI	Octubre	2017	759
Tomate	HORTALIZAS	CALI	Octubre	2017	1476
Uva red globe nacional	FRUTALES	CALI	Octubre	2017	3937
Arracacha	FRUTALES	CALI	Octubre	2017	1469
Papa negra	TUBERCULOS	CALI	Octubre	2017	863
Papa criolla	TUBERCULOS	CALI	Octubre	2017	1639
Platano harton verde	TUBERCULOS	CALI	Octubre	2017	797
Yuca	TUBERCULOS	CALI	Octubre	2017	692
Arroz de primera	TUBERCULOS	CALI	Octubre	2017	2197
Arveja verde seca importada	GRANOS	CALI	Octubre	2017	2400
Frijol seco	GRANOS	CALI	Octubre	2017	3947
Garbanzo importado	GRANOS	CALI	Octubre	2017	NA
Lenteja importada	GRANOS	CALI	Octubre	2017	4621
Maiz amarillo	GRANOS	CALI	Octubre	2017	1700
Ahuyama	HORTALIZAS	CUCUTA	Octubre	2017	846
Arveja verde en vaina	HORTALIZAS	CUCUTA	Octubre	2017	2564
Cebolla cabezona blanca	HORTALIZAS	CUCUTA	Octubre	2017	1245
Cebolla junca	HORTALIZAS	CUCUTA	Octubre	2017	1163
Chocolo mazorca	HORTALIZAS	CUCUTA	Octubre	2017	662
Habichuela	HORTALIZAS	CUCUTA	Octubre	2017	1569
Lechuga Batavia	HORTALIZAS	CUCUTA	Octubre	2017	750
Pepino cohombro	HORTALIZAS	CUCUTA	Octubre	2017	1378
Pimenton	HORTALIZAS	CUCUTA	Octubre	2017	1796
Remolacha	HORTALIZAS	CUCUTA	Octubre	2017	968
Tomate	HORTALIZAS	CUCUTA	Octubre	2017	1236
Zanahoria	HORTALIZAS	CUCUTA	Octubre	2017	725
Aguacate	FRUTALES	CUCUTA	Octubre	2017	NA
Banano	FRUTALES	CUCUTA	Octubre	2017	1425
Coco	FRUTALES	CUCUTA	Octubre	2017	1681
Granadilla	FRUTALES	CUCUTA	Octubre	2017	2857
Guayaba pera	FRUTALES	CUCUTA	Octubre	2017	820
Limon tahiti	FRUTALES	CUCUTA	Octubre	2017	1541
Lulo	FRUTALES	CUCUTA	Octubre	2017	3510
Mandarina	FRUTALES	CUCUTA	Octubre	2017	1537
Mango Tommy	FRUTALES	CUCUTA	Octubre	2017	2867
Manzana verde importada	FRUTALES	CUCUTA	Octubre	2017	5505
Maracuya	FRUTALES	CUCUTA	Octubre	2017	2594
Mora de Castilla	FRUTALES	CUCUTA	Octubre	2017	1807
Naranja Valencia	FRUTALES	CUCUTA	Octubre	2017	678
Papaya maradol	FRUTALES	CUCUTA	Octubre	2017	1248
Pinha	FRUTALES	CUCUTA	Octubre	2017	896
Tomate	HORTALIZAS	CUCUTA	Octubre	2017	2092
Uva red globe nacional	FRUTALES	CUCUTA	Octubre	2017	NA
Arracacha	FRUTALES	CUCUTA	Octubre	2017	746
Papa negra	TUBERCULOS	CUCUTA	Octubre	2017	885
Papa criolla	TUBERCULOS	CUCUTA	Octubre	2017	1705
Platano harton verde	TUBERCULOS	CUCUTA	Octubre	2017	1169
Yuca	TUBERCULOS	CUCUTA	Octubre	2017	996
Arroz de primera	TUBERCULOS	CUCUTA	Octubre	2017	2344
Arveja verde seca importada	GRANOS	CUCUTA	Octubre	2017	1863
Frijol seco	GRANOS	CUCUTA	Octubre	2017	6750
Garbanzo importado	GRANOS	CUCUTA	Octubre	2017	5992
Lenteja importada	GRANOS	CUCUTA	Octubre	2017	3735
Maiz amarillo	GRANOS	CUCUTA	Octubre	2017	NA
Ahuyama	HORTALIZAS	MEDELLIN	Octubre	2017	770
Arveja verde en vaina	HORTALIZAS	MEDELLIN	Octubre	2017	1552
Cebolla cabezona blanca	HORTALIZAS	MEDELLIN	Octubre	2017	1388
Cebolla junca	HORTALIZAS	MEDELLIN	Octubre	2017	1285
Chocolo mazorca	HORTALIZAS	MEDELLIN	Octubre	2017	700
Habichuela	HORTALIZAS	MEDELLIN	Octubre	2017	1299
Lechuga Batavia	HORTALIZAS	MEDELLIN	Octubre	2017	627
Pepino cohombro	HORTALIZAS	MEDELLIN	Octubre	2017	1330
Pimenton	HORTALIZAS	MEDELLIN	Octubre	2017	1302
Remolacha	HORTALIZAS	MEDELLIN	Octubre	2017	1024
Tomate	HORTALIZAS	MEDELLIN	Octubre	2017	1201
Zanahoria	HORTALIZAS	MEDELLIN	Octubre	2017	522
Aguacate	FRUTALES	MEDELLIN	Octubre	2017	NA
Banano	FRUTALES	MEDELLIN	Octubre	2017	1054
Coco	FRUTALES	MEDELLIN	Octubre	2017	5058
Granadilla	FRUTALES	MEDELLIN	Octubre	2017	3216
Guayaba pera	FRUTALES	MEDELLIN	Octubre	2017	1248
Limon tahiti	FRUTALES	MEDELLIN	Octubre	2017	3099
Lulo	FRUTALES	MEDELLIN	Octubre	2017	2710
Mandarina	FRUTALES	MEDELLIN	Octubre	2017	1337
Mango Tommy	FRUTALES	MEDELLIN	Octubre	2017	3700
Manzana verde importada	FRUTALES	MEDELLIN	Octubre	2017	5279
Maracuya	FRUTALES	MEDELLIN	Octubre	2017	1744
Mora de Castilla	FRUTALES	MEDELLIN	Octubre	2017	1693
Naranja Valencia	FRUTALES	MEDELLIN	Octubre	2017	1021
Papaya maradol	FRUTALES	MEDELLIN	Octubre	2017	2144
Pinha	FRUTALES	MEDELLIN	Octubre	2017	1000
Tomate	HORTALIZAS	MEDELLIN	Octubre	2017	1338
Uva red globe nacional	FRUTALES	MEDELLIN	Octubre	2017	3676
Arracacha	FRUTALES	MEDELLIN	Octubre	2017	718
Papa negra	TUBERCULOS	MEDELLIN	Octubre	2017	1087
Papa criolla	TUBERCULOS	MEDELLIN	Octubre	2017	1952
Platano harton verde	TUBERCULOS	MEDELLIN	Octubre	2017	941
Yuca	TUBERCULOS	MEDELLIN	Octubre	2017	805
Arroz de primera	TUBERCULOS	MEDELLIN	Octubre	2017	2250
Arveja verde seca importada	GRANOS	MEDELLIN	Octubre	2017	2160
Frijol seco	GRANOS	MEDELLIN	Octubre	2017	6383
Garbanzo importado	GRANOS	MEDELLIN	Octubre	2017	5060
Lenteja importada	GRANOS	MEDELLIN	Octubre	2017	4316
Maiz amarillo	GRANOS	MEDELLIN	Octubre	2017	1367
Ahuyama	HORTALIZAS	PEREIRA	Octubre	2017	961
Arveja verde en vaina	HORTALIZAS	PEREIRA	Octubre	2017	1713
Cebolla cabezona blanca	HORTALIZAS	PEREIRA	Octubre	2017	1324
Cebolla junca	HORTALIZAS	PEREIRA	Octubre	2017	960
Chocolo mazorca	HORTALIZAS	PEREIRA	Octubre	2017	NA
Habichuela	HORTALIZAS	PEREIRA	Octubre	2017	1413
Lechuga Batavia	HORTALIZAS	PEREIRA	Octubre	2017	1102
Pepino cohombro	HORTALIZAS	PEREIRA	Octubre	2017	1368
Pimenton	HORTALIZAS	PEREIRA	Octubre	2017	1418
Remolacha	HORTALIZAS	PEREIRA	Octubre	2017	NA
Tomate	HORTALIZAS	PEREIRA	Octubre	2017	1381
Zanahoria	HORTALIZAS	PEREIRA	Octubre	2017	1186
Aguacate	FRUTALES	PEREIRA	Octubre	2017	4196
Banano	FRUTALES	PEREIRA	Octubre	2017	989
Coco	FRUTALES	PEREIRA	Octubre	2017	2385
Granadilla	FRUTALES	PEREIRA	Octubre	2017	2850
Guayaba pera	FRUTALES	PEREIRA	Octubre	2017	1233
Limon tahiti	FRUTALES	PEREIRA	Octubre	2017	2619
Lulo	FRUTALES	PEREIRA	Octubre	2017	2630
Mandarina	FRUTALES	PEREIRA	Octubre	2017	1026
Mango Tommy	FRUTALES	PEREIRA	Octubre	2017	2496
Manzana verde importada	FRUTALES	PEREIRA	Octubre	2017	5363
Maracuya	FRUTALES	PEREIRA	Octubre	2017	2594
Mora de Castilla	FRUTALES	PEREIRA	Octubre	2017	2413
Naranja Valencia	FRUTALES	PEREIRA	Octubre	2017	639
Papaya maradol	FRUTALES	PEREIRA	Octubre	2017	1547
Pinha	FRUTALES	PEREIRA	Octubre	2017	1425
Tomate	HORTALIZAS	PEREIRA	Octubre	2017	1628
Uva red globe nacional	FRUTALES	PEREIRA	Octubre	2017	3878
Arracacha	FRUTALES	PEREIRA	Octubre	2017	762
Papa negra	TUBERCULOS	PEREIRA	Octubre	2017	883
Papa criolla	TUBERCULOS	PEREIRA	Octubre	2017	2013
Platano harton verde	TUBERCULOS	PEREIRA	Octubre	2017	774
Yuca	TUBERCULOS	PEREIRA	Octubre	2017	689
Arroz de primera	TUBERCULOS	PEREIRA	Octubre	2017	2456
Arveja verde seca importada	GRANOS	PEREIRA	Octubre	2017	1770
Frijol seco	GRANOS	PEREIRA	Octubre	2017	5924
Garbanzo importado	GRANOS	PEREIRA	Octubre	2017	4793
Lenteja importada	GRANOS	PEREIRA	Octubre	2017	3988
Maiz amarillo	GRANOS	PEREIRA	Octubre	2017	1345
Ahuyama	HORTALIZAS	BARRANQUILLA	Octubre	2018	707
Arveja verde en vaina	HORTALIZAS	BARRANQUILLA	Octubre	2018	5738
Cebolla cabezona blanca	HORTALIZAS	BARRANQUILLA	Octubre	2018	1608
Cebolla junca	HORTALIZAS	BARRANQUILLA	Octubre	2018	940
Chocolo mazorca	HORTALIZAS	BARRANQUILLA	Octubre	2018	749
Habichuela	HORTALIZAS	BARRANQUILLA	Octubre	2018	1900
Lechuga Batavia	HORTALIZAS	BARRANQUILLA	Octubre	2018	1241
Pepino cohombro	HORTALIZAS	BARRANQUILLA	Octubre	2018	824
Pimenton	HORTALIZAS	BARRANQUILLA	Octubre	2018	1403
Remolacha	HORTALIZAS	BARRANQUILLA	Octubre	2018	874
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2018	1551
Zanahoria	HORTALIZAS	BARRANQUILLA	Octubre	2018	1038
Aguacate	FRUTALES	BARRANQUILLA	Octubre	2018	4464
Banano	FRUTALES	BARRANQUILLA	Octubre	2018	558
Coco	FRUTALES	BARRANQUILLA	Octubre	2018	2821
Granadilla	FRUTALES	BARRANQUILLA	Octubre	2018	NA
Guayaba pera	FRUTALES	BARRANQUILLA	Octubre	2018	1757
Limon tahiti	FRUTALES	BARRANQUILLA	Octubre	2018	2392
Lulo	FRUTALES	BARRANQUILLA	Octubre	2018	3655
Mandarina	FRUTALES	BARRANQUILLA	Octubre	2018	1706
Mango Tommy	FRUTALES	BARRANQUILLA	Octubre	2018	3392
Manzana verde importada	FRUTALES	BARRANQUILLA	Octubre	2018	5004
Maracuya	FRUTALES	BARRANQUILLA	Octubre	2018	3129
Mora de Castilla	FRUTALES	BARRANQUILLA	Octubre	2018	2842
Naranja Valencia	FRUTALES	BARRANQUILLA	Octubre	2018	1046
Papaya maradol	FRUTALES	BARRANQUILLA	Octubre	2018	NA
Pinha	FRUTALES	BARRANQUILLA	Octubre	2018	1131
Tomate	HORTALIZAS	BARRANQUILLA	Octubre	2018	2030
Uva red globe nacional	FRUTALES	BARRANQUILLA	Octubre	2018	4589
Arracacha	TUBERCULOS	BARRANQUILLA	Octubre	2018	NA
Papa negra	TUBERCULOS	BARRANQUILLA	Octubre	2018	774
Papa criolla	TUBERCULOS	BARRANQUILLA	Octubre	2018	1425
Platano harton verde	TUBERCULOS	BARRANQUILLA	Octubre	2018	1503
Yuca	TUBERCULOS	BARRANQUILLA	Octubre	2018	1362
Arroz de primera	GRANOS	BARRANQUILLA	Octubre	2018	2332
Arveja verde seca importada	GRANOS	BARRANQUILLA	Octubre	2018	1692
Frijol seco	GRANOS	BARRANQUILLA	Octubre	2018	4485
Garbanzo importado	GRANOS	BARRANQUILLA	Octubre	2018	NA
Lenteja importada	GRANOS	BARRANQUILLA	Octubre	2018	2951
Maiz blanco trillado	GRANOS	BARRANQUILLA	Octubre	2018	1611
Ahuyama	HORTALIZAS	BOGOTA	Octubre	2018	1460
